SMILES,SMILES_state,NLL
CC1=C(C)N(C)C1=C=O,1,26.63
CC(C(=O)N1CCN(C(=O)c2ccc(Cl)cc2)CC1)N1Cc2ccccc2C1=O,1,28.87
O=C(NNC(=O)c1cnc[nH]1)c1ccc(Br)cc1,1,27.27
CCOc1cc(C=O)ccc1OCc1ccc(Cl)cc1,1,23.47
Cc1ccccc1NC(=O)CCCCCN1C(=O)c2cc(Br)sc2C1=O,1,35.76
COc1cccc(C=Nn2c(Cc3ccccc3)nnc2SCc2ccccc2)c1OC,1,30.14
N#CC(C(=O)Nc1ccccc1)C(=O)c1ccccc1C(=O)O,1,29.37
COc1ccc(C)c(NC(=O)CN(C)CC(=O)Nc2ccccc2SC)c1,1,28.08
CC(C)CC(NC(=O)c1ccco1)C(=O)N1CCC(NCc2ccc3ccccc3c2)CC1,1,38.91
CCC1CCCN(C(=O)C2CNC(C)C2)CC1,1,26.76
O=C(Cl)c1c(C(F)(F)F)c(S(=O)(=O)Cl)cc2ccc(F)cc12,1,37.15
CC1CCC(CBr)N1Cc1ccn(C(C)C)n1,1,27.17
O=C(CCl)NCC(=O)NCCO,1,23.81
COc1ccc(C(C)C)cc1S(=O)(=O)NCC(C)OC(=O)Cc1ccc(F)cc1F,1,42.11
COc1cc(OCCOCCOCCOCCOCCn2c(=O)n(-c3ccc(F)cc3)c3ccc(OCCCCOc4ccc(OCCCCc5ccccc5)cc4C)cc32)ccc1C=C1CC2CC(C(=O)O)C3(CCC2C3)C1,1,106.35
CC(=CCC(=O)N(C)CC(C)(C)O)C(=O)O,1,31.48
COC1OC(CO)C(O)C(C)C1O,1,25.44
NNC(CCOCC(F)(F)F)c1ccoc1,1,23.91
Cc1ccc(-n2cc(CC(C)N)c3ccccc32)cc1Cl,1,30.39
NC(=S)NCCc1ccsc1C(=O)O,1,28.68
COc1ccc(CNc2nc(-c3cc(C)c(O)c(OC)c3)c3cc(CC(O)CN)cnc3n2)cc1,1,55.88
CC(CCCC(=O)O)=NNc1nc2ccc([N+](=O)[O-])cc2s1,1,32.4
CCC(C)CCCC(=O)CN(CC)CC,1,26.7
C=C(C)C(=O)OCCCOc1ccc(-c2ccc(OC(=O)C3CCC(CCCC)CC3)cc2)cc1,1,28.58
O=C(C1CCC#CC1CO)N1CCn2ncc(F)c2C1,1,43.98
O=C(Nc1ccc(F)c(F)c1F)N1CCOCC1,1,23.43
CC=CCC(C)C=O,1,19.75
CCNC1CCCCn2cc(-c3ccc(F)cc3Br)nc21,1,30.82
O=C(OCCc1ccc(O)cc1)c1ccccc1,1,23.52
C=CCC(N)=NO,1,20.57
CCOc1ccc(C=CC(=O)C(C)(C)C)cc1,1,23.76
S=c1[nH]nc(-c2ccccn2)n1-c1ccsc1,1,27.43
CC(C)(C)C1CCN(Cc2ccccc2)CC1(O)C#N,1,35.63
COc1cc(C(=O)C(C)C)ccc1OCCC1(O)CCc2ccc(C)cc2C1,1,46.45
COc1ccc(C=CC=CC=C2OC(=O)C(C)(C)O2)cc1,1,33.07
CC(C)(C)C1CCc2c(sc(NC(=S)NC(=O)c3ccc(Sc4ncccn4)c([N+](=O)[O-])c3)c2-c2ccccc2)C1,1,43.35
Cc1cccc(C)c1NC(=O)CCN1CC(C)OC(C)C1,1,26.56
COCCNS(=O)(=O)C(c1sccc1C)C(C)N,1,29.76
CCOc1cc(C2CC(=O)C3C(=O)c4ccccc4C(=O)N32)ccc1OC,1,34.1
CC(C)C(NC(=O)N(C)Cc1ccc[nH]1)C(=O)O,1,27.22
COC(=O)C1C(C)=NC(=S)NC1c1cccc(OC(=O)c2ccco2)c1,1,34.12
COc1ccccc1N1CCN(CCCC(Oc2ccccc2Br)c2ccccc2)CC1,1,35.52
Cc1cccc(C)c1OC(C)C(=O)NC(C)C(C)C,1,26.03
O=C1C(=Cc2cccs2)SC(=Nc2ccc(F)cc2)N1Cc1ccc(Cl)cc1,1,29.5
O=C(O)Cc1ccc(Oc2cccs2)s1,1,28.12
COC(=O)c1c(NNC(=O)Nc2ccc(Cl)cc2)c(C)n[nH]c1=O,1,35.7
COC(=O)C1=C(CN2CCN(C(=O)c3cccc4ccccc34)CC2)N(C)C(=O)NC1c1cccs1,1,35.81
CCOc1ccccc1CN(CCO)CC1(c2ccc(F)cc2)CCCC1,1,35.69
COc1ccccc1OCC(N)C(C)C,1,22.72
Nc1cc(C(=O)NC2CCCS(=O)(=O)C2)ccn1,1,24.34
COc1cc(C(=O)Cc2cccc(-c3cc(F)cc(COc4cc(OCc5cncc(C#N)c5)c(CNC5(C(=O)O)CCOCC5)cc4Cl)c3C)c2Cl)cnc1C1CC1,1,71.77
NC(C(F)F)C1CCCN1,1,26.98
CN1CC(C(=O)Nc2c(Cl)cccc2Cl)Oc2ccc([N+](=O)[O-])cc21,1,34.73
CCN1CCN(C(=O)CCN(Cc2ccc3c(c2)OCO3)C(=O)c2cc(C)nn2C)CC1,1,36.87
CSN1CCC(S)C(C)(C)C1,1,27.22
CCN(CC1CCC1)C(=O)c1cc(Br)cn1CCOC,1,29.91
CN1CC(C(F)(F)F)n2c1nc1ccccc12,1,29.49
NC(CNC(=O)c1cccc2ccccc12)C1CC1,1,23.8
COC(=O)CN(C)CC(=O)NC1CC1,1,21.42
CC(C)c1nnc(C2CN(c3nccnc3C#N)CCO2)o1,1,31.18
C=CCC1(COC(=O)C(=C)C)CCO1,1,27.71
COc1cc(CNC(=O)N(C)C(C)CO)cc2c1OCO2,1,32.01
CC(O)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C(SCc3ccccc3)CC12,1,32.58
CNc1ncccc1N(C)C,1,23.66
O=C(Nc1ccc(F)cc1)C1CC1c1ccc(F)cc1,1,26.45
O=C(O)CC1CN(Cc2cc(-c3ccccc3)no2)C1,1,25.94
CC(C=CC(=O)O)CCCc1ccc(O)c(C(C)C)c1,1,33.53
COc1ccc(F)cc1C1CCCCN1CCCN1CCC(OC)CC1,1,36.17
CN1C=CC2C=CC(F)=CN2C1c1nc2cncc(Cl)n2c1C(C)(O)c1cncc(F)c1,1,66.97
CCCC(C)(C#N)NC(=O)c1cccc(Cl)c1,1,28.4
COC(=O)c1ccc(C(CC(=O)c2cccc(C(F)(F)F)c2)c2ccccc2-c2cncnc2)cc1,1,46.64
O=C(c1cc(C2CC2)nn1-c1ccccn1)N1CCN(c2ccc(F)cc2F)CC1,1,32.97
Cc1[nH]c2ccccc2[n+]1C,1,23.86
NS(=O)(=O)c1ccc(CCN(CC2COc3cc([N+](=O)[O-])c(OC(F)(F)F)cc3C2)C(=O)O)cc1,1,47.8
CC(=O)Nc1ccc(NCCc2ccco2)cc1,1,25.7
NC(=O)N(CCCC(F)(F)F)c1ccc(CN(C(=O)c2ccccn2)c2nc3c(s2)CCC3)cc1,1,57.4
COc1cc2oc(OC)cc(C)c-2c(=O)c1,1,26.41
CC(CN=C(N)N=C(N)Nc1ccc(Oc2ccccc2)cc1)Oc1cccc(C(F)(F)F)c1,1,44.23
COCC1CN(S(=O)(=O)c2cc(Cl)ccc2O)CC1CCO,1,41.46
NCCN(CCCNc1ccccc1F)C(=O)c1ccc2c(c1)NCC(c1ccncc1)O2,1,54.53
Cc1cc(-n2nc(C)c(I)c2N)ncn1,1,28.4
CCCC1(C(NC(=O)c2cc(C)ccc2C(=O)NC2CCN(C)CC2)c2ccccc2)CCC2CC1C2(C)C,1,57.94
CC(C)(C)OC(=O)CCC(=O)C=C(F)c1ccc(Cl)cc1Cl,1,36.37
COCc1ccc(-c2ccc3[nH]nc(-c4cc(F)c(OC)cc4NC4CCOCC4)c3c2)cn1,1,49.73
CC1CC1C(=O)Nc1ccc(C(C)(C)C(N)=S)cc1,1,30.79
CCCC(C)CC1CC(C)CCC1N,1,35.9
NC1CCCCCC1C(=O)Cc1sccc1Br,1,26.57
N#CN1C(c2cccnc2)NC2CCCCC21,1,31.38
CCc1ccc(-c2n[nH]c(=O)n2Cc2ccccc2F)cc1,1,28.73
CCNC(C(CC)CC)C1CCCN(C(C)C)C1,1,24.62
C=C(C(=O)OC)c1ccc(O)c(OC)c1,1,25.07
CC(C)(C)C(=O)C=Cc1ccc(S(=O)(=O)c2ccccc2)cc1,1,28.53
CCNC(C1CC1c1ccccc1)C(OCC)C(C)C,1,25.84
Nc1cc(CC(=O)c2ccc(F)cc2)[nH]c1C(F)(F)F,1,37.47
O=C(c1cccc([N+](=O)[O-])c1)N1CCc2sccc2C1c1cccs1,1,27.78
CCC(C(=O)NC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CCCN1C(=O)c2ccccc2S1(=O)=O,1,30.03
NC(=O)COCCNc1nccc(N)n1,1,23.58
CCN1CCCCC1CCNC1CS(=O)(=O)CC1CO,1,35.01
O=C1OCCN1c1nccnc1-c1c[nH]c2ccc(Br)cc12,1,38.07
Cc1ccc(-n2c(C)nc(-c3ccc(N)cc3)c2-c2ccc3ccccc3c2)cc1,1,37.22
CC(C(N)=O)S(=O)(=O)CC(Br)C1CC1,1,27.7
COc1ccnc(OC2CCC2(O)C2=NC(F)N(c3ccc(OCCN4CCCC4)c(C(F)(F)F)c3)C(=S)N2C)n1,1,82.18
CCNCCNC(=O)C(C)Oc1ccc(-c2ccccc2)cc1,1,26.18
O=C(O)C(COP(=O)(O)O)NC(=O)C1CCCN1,1,29.44
CCCOCC1CC=CC1,1,22.95
CC1CC=C2C3CC=C4CC(=O)CCC4C3(C)CCC2(C)C1CCCCCCCO,1,46.19
Cc1ccc(C(O)c2ccc(F)c(F)c2F)cc1F,1,25.88
O=C(CN1CCCc2ccccc21)NCCc1ccc(Cl)cc1,1,25.49
C#CCOc1ccc(CSc2nnc(NC(=O)c3ccc(F)cc3)s2)cc1,1,32.02
CC1CC(C)(C)c2ccc(C(O)=C3C(=O)NC(=O)NC3c3cccc(F)c3)cc21,1,40.73
Fc1cccc(F)c1C1Cc2ccccc2-c2c1nc1n2CCC1,1,41.79
CN=C(NCc1ccc(OC)c(F)c1)N1CCC2(CCCCC2)C1,1,28.58
NCc1nc(C(=O)NC(CCCN=C(N)N)C(=O)NC2Cc3ccccc3CC2O)co1,1,42.54
CC1(N2CCCN(C(=O)NC3CCOC3CO)CC2)CCN(Cc2ccccc2)CC1,1,41.79
CC(C)(C)OC(=O)NCC=CCNC(=O)Nc1cnc(N2CCCC2)nc1,1,32.5
COc1cccc(C(S)C(N)=O)c1,1,24.73
Cc1ccc(S(=O)(=O)Nc2ccccc2C=CN(C)C)cc1,1,29.25
c1ccc(-c2nn(-c3ccccc3)cc2CN2CCCC3CNCC32)cc1,1,34.59
CC1CC2CC3=Cc4cc5c(F)cccc5n4CC2N31,1,51.73
COc1ccc(C(=O)N(C)CCOCCO)c(F)c1,1,27.3
CN(C)C=C1CCCOC1=O,1,21.72
CCC=CCC=CCC=CCCCCCCCCCCC(CC)C(=O)OC(C)CN(C)CC,1,39.83
CCCCOCCCNC(=O)c1cc(CC)c(C)s1,1,26.91
O=C(C1CCCC(NC2Cc3ccc(Cl)cc3C2)C1)N1CCC(N2CCCCC2)CC1,1,40.13
O=C(c1ccccc1)N(CC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,26.56
Cc1c(C)c(C)c(C(=O)OCC(=O)Nc2nnco2)c(C)c1C,1,34.24
CN=C(NCc1ccn(-c2ccc(F)cc2)n1)NC1(c2ccc(OC)cc2)CCCC1,1,34.5
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccccc3F)c(=O)n2C1c1cccc(OC)c1,1,28.89
CC=CC(=O)OC1C(=O)C2C(CC1OC(C)=O)C1(C)C(OC(C)=O)CC(C)C(C)C1OC2(C)C,1,54.72
CC(C)(CO)C1CCC2(CCCCC2)O1,1,26.09
Nc1ccc(C(=O)Nc2cc(Sc3ccc(NCCSCCN4CCOCC4)cc3)ccc2N)c(Cl)c1,1,51.19
CN(CCCNC(=O)c1ccccc1)CCOc1ccccc1,1,24.56
CCCCS(=O)(=O)C(C)C(=O)NCc1ccc(S(=O)(=O)N(CC)CC)cc1,1,33.76
CC(CNS(=O)(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1)CN1CCOCC1,1,34.64
CC(c1ccccn1)N(C)S(=O)(=O)c1ccc2c(c1)N(C)C(=O)CO2,1,33.1
O=C(O)c1nc(NCC2=CCC(Cl)C=C2)ncc1F,1,35.58
CCNC(=O)N(C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCN(C(=O)OC(C)(C)C)CC1,1,38.34
CC(C)CNC(=O)CNC(=O)COc1ccc(C(C)(C)C)cc1C(C)(C)C,1,28.84
Cc1ccc(NC(=O)COc2cccc(C(C)C)c2)cc1N1CCCC1=O,1,29.24
C=CCN(C(=O)C1CC1c1ccccc1F)c1nc2ccccc2s1,1,32.12
COC(=O)Cc1c(C(=O)O)c(C)nc2c(C)c(C)ccc12,1,33.27
O=C(O)COc1ccccc1-c1cc(OCc2ccccc2)ccc1OCC1(C2CCCCC2)COC1,1,44.17
CCCCC=CCCCCCCCCCOCC(CC)(CCCCCCCCC(=O)OCC1OC(N=[N+]=[N-])C(OCc2ccc(OC)cc2)C(N=[N+]=[N-])C1OCc1ccccc1)OCCCCCCCCC=CCC=CCCCCC,1,70.92
Cc1ccc(Oc2ccc(Oc3ccc(C)c(Oc4ccc(Oc5cc(C)cc(Oc6ccc(Sc7ccccc7)cc6)c5OCC5CO5)cc4)c3)cc2Br)cc1,1,65.44
Cc1ccc2ccc3[nH]c(=O)c(N4CC5CC5c5ccccc54)cc3c2n1,1,46.9
c1ccc2c(-c3cccc4c3oc3ccccc34)cccc2c1,1,23.69
Clc1ccc(-c2nc3cnccn3c2Nc2ccc(Cn3ccnc3)cc2)cc1,1,34.98
Cc1coc2c(C)c(CC(=O)OC3C(O)C(O)C(O)C(O)C3O)c(=O)oc12,1,46.42
Cc1cnoc1C(=O)NC(C)(C)C(=O)O,1,25.09
Cn1cc(COc2ncnc3c2N=CN(c2cccc(-n4cccn4)c2)C3)cn1,1,50.12
Cc1ccc2c(NCc3cccs3)nc(N)nc2n1,1,29.83
Cc1ccc(CNC(=O)c2cc([N+](=O)[O-])ccc2N)s1,1,26.91
COC(c1ccccc1)(c1ccccc1)C(OC(=O)N1CCC(n2c3ccccc3c(=O)c3cc(C)ccc32)C2(CCC2)C1)c1ccccc1,1,63.93
CCCCCCCCCCCCCCCCOc1ccc(OC[B-](F)(F)F)cc1,1,28.1
COc1c2c(c3ccc(N)nc3c1OC)OCC2,1,33.8
O=c1n(CCCOCc2ccccc2)c2ccccc2n1CCn1cccn1,1,35.16
CCCCCCCC(=O)OC1(OC(=O)N2CCSCC2)CCC2C3C(C)CC4(O)CSSC34CCC21C,1,74.54
CCc1c(OCCOc2ncncn2)ccc2nnoc12,1,41.55
CCCC(C)C1CCC2OC(C)(COc3ccc(Cl)cc3)CCC21,1,43.16
COC(=O)C(C)(O)C1(C)CCC(C)(C)CC1,1,28.23
Cc1c(CO)cccc1S(=O)(=O)N(C(C)C)C(C)C,1,26.35
O=C(Nc1nnc(SCc2cccnc2)s1)C1CCCO1,1,28.48
CNC(=O)OCc1nnc2n1CCOc1c-2c2c(OCC(=O)c3ccc(F)c(F)c3)cccc2oc1=O,1,65.98
O=C1C(=O)N(c2nc3ccc(F)cc3s2)C(c2ccc(Cl)c(Cl)c2)C1=C(O)c1cccnc1,1,36.48
COC(Cc1ccc(Cl)cc1)C1CCN(C(=O)C(C)n2cccn2)CC1,1,34.98
CCOc1ccc(N2C=CCCN(C(=S)NCC(=S)C(=O)NO)C2=O)cc1,1,55.14
O=C(Cn1c(-c2ccccc2)c2ccccc2nc1=S)NNC(=O)c1cccnc1,1,34.12
CN(C)C(C)(C)Cn1c(CCCl)nc2cc(Cl)ccc21,1,25.97
CCc1cc(C)[nH]c(=O)c1CC(=O)O,1,25.46
CC(=O)OC1CCC2(C)C(CCC34CC(OC(=O)C(C)(C)C)C5OC(CCC23)C4(C)CC5OC(=O)C2CCOC(C)(C)C2)C1(C)CCC1(C)CO1,1,69.67
CCOP1(=O)OCCN(c2ccccc2)C1C,1,28.85
Cc1ccc(-c2cn(CC(=O)Nc3cccc(C(F)(F)F)c3)c(C)n2)cc1,1,30.45
CCCCCOCCOCCOCCOCCOCCOCCO,1,22.29
O=Cc1cccc(COc2ccc(Br)cc2F)c1,1,25.23
N#CCCN(C(=O)COC(=O)c1ccc(Br)s1)c1ccccc1,1,25.83
CN1CCn2cc(CNC(=O)c3cncc(-c4ccccc4F)c3C=O)nc2C1c1nccs1,1,57.17
Cc1ccccc1CN1CCCC1(CO)CCC(=O)O,1,31.41
COc1ccccc1C1(C(=O)Nc2cc(C)cc(C)c2)CCC1,1,27.6
OCCCCC(O)c1nc(CC2CCOC2)no1,1,33.86
CCC(CNC(=O)c1c[n+](CC2OC(N3C4CC(NC(=O)c5cocn5)CC3C4)=NC2NC(=O)O)cs1)c1ccc(C(=O)O)cc1,1,87.68
CCN1CCN(CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(=NOC)c4csc(N)n4)C3SC2)CC1,1,33.11
O=C(O)Cc1cccc(Cc2nc3ccccc3n2CCN2CCOCC2)c1,1,34.92
CCN1C=CC=CC1C=O,1,23.44
COc1c(C(C)C)cnc2ncnc(NC(CC3CC3)c3ncc(Cl)s3)c12,1,45.95
COC(=O)c1cc(CN2CCOCC2CC(=O)c2cccn2C)oc1C,1,36.59
COc1ccc(-n2cnc3c(=O)[nH]c(NC(=O)Cc4ccccc4C(F)(F)F)nc32)cc1,1,39.08
Cc1nnc(SCC(=O)NC2(C#N)CCCCC2)n1C,1,24.36
CCC1CCc2sc(C(=O)OCC(=O)Nc3ccc(C(N)=O)cc3)cc2C1,1,28.41
Cc1cc(C#N)cc(N(C2CC2)C2CCCOC2)n1,1,31.4
C#CCOC(=O)c1cnc2n1CCNC2,1,29.02
O=C(Nc1cccc(-c2ccccc2)n1)OCC(Cl)(Cl)Cl,1,28.71
CCCC(=O)c1cnn(Cc2ccccc2[N+](=O)[O-])c1-c1cccc([N+](=O)[O-])c1,1,43.15
CCC(=O)CC(O)CC,1,23.06
Cc1ccc(O)cc1C(C)CN,1,24.27
O=C(Cn1cccc(Cl)c1=O)NCC1CCN(C2CC2)CC1,1,32.62
C#CCNc1ccn(C2OC(C)C(O)C2O)c(=O)n1,1,31.37
COC(=O)C(c1ccccc1)N1CCN(c2ccccc2)CC1,1,23.6
CCNC(C)c1cc([N+](=O)[O-])ccc1N(C)CCN(C)C,1,26.95
Cc1cc(C(=O)O)cc(C)c1OCc1ncccn1,1,25.1
C=CCCNC(=O)c1c(C)cc(C)cc1C,1,25.08
CNC(=O)NC(=O)C(C)OC(=O)C=Cc1ccc(Oc2ccccn2)cc1,1,31.74
COc1cc2ncc(Br)n2cc1OC,1,27.45
O=C1c2c(Cl)cccc2CN1c1ccc(N2CCCC(O)C2)cc1,1,35.82
CCNCCNC(=O)c1ccc(OCCN(CC)CC)cc1,1,26.03
Cc1nc2ccc(NS(=O)(=O)c3csc(C(=O)O)c3)cc2s1,1,29.79
CC(C)(C)c1cccc2c1N(CCO)CCC2Cl,1,33.68
CC(C)(C)OC(=O)Nc1ccccc1C=CC(N)=NO,1,34.58
O=C(NC(CNC(CC1(CC2CC2)CCC1)C(=O)NC1CCc2cc(C(F)(F)F)ccc21)Cc1ccccc1)c1ccc2c(c1)B(O)OC2,1,66.36
CCC(CC1CC1)NC(=O)N1CCCCCC1C,1,24.73
Cc1nn(-c2ccccc2C(F)(F)F)c(C)c1CC(=O)N1CCc2nc[nH]c(=O)c2C1,1,37.95
CC(F)(F)C(=O)N1CCC(N2CC(F)CCC2=O)c2[nH]c3ccccc3c21,1,51.36
CCCCCCCNc1ncc2c3c(c(=O)n(Cc4c(F)cccc4C#N)c2n1)CC(C)(C#N)N(C1CNC(CC)CN1)CC3,1,85.57
c1ccc(N2CCCCC2)c(NCC2CCCC2)c1,1,23.03
CCCN1C(CN)CSCC1CO,1,27.51
COc1ccc(C(Cl)c2sccc2C)c(OC)c1C,1,27.94
Cc1ccc(NS(=O)(=O)CCC(=O)NCCSCc2ccccc2)cc1,1,31.69
CCC1(C)CN(Cc2cccc3c2CCN3)C1,1,29.18
Cc1ccc(N2CCN(C(=O)CCc3ccccc3)C(C)C2=O)cc1C,1,29.91
CC(O)(CN)CC(=O)N(Cc1cccnc1)C1CC1,1,28.98
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCN(Cc2ccsc2)CC1,1,29.96
O=C(O)c1ccc(N2CCN(C3CC[S+]([O-])CC3)CC2)cc1,1,29.86
CC(C)CCCCCCCCCCCCCCCC(C)C(=O)O,1,22.51
Cc1cccc(NC(=O)C(C)SCc2nonc2C)c1C,1,31.86
CC1Cc2nccn2CC1C(=O)N1CCNC(C)(C)C1,1,34.12
CCc1nn(C(C)CC)c2c(N)ncnc12,1,29.69
Cc1c(C=O)c2ccccc2c(=O)n1OCc1c(Cl)cccc1Cl,1,35.29
Cc1ccc(Cl)cc1NC(=O)Nc1ncc2n1CCN(c1cccc(C(=O)O)c1C)C2,1,46.01
OC(c1ccc2c(c1)C1(c3ccccc3-2)C2CC3CC(C2)CC1C3)c1cccc2c1CCc1ccccc1-2,1,44.53
CC1CCC(Oc2ccccc2C(C)O)CC1,1,23.96
CCN(C1CCS(=O)(=O)C1)C(C)C(=O)NCc1ccccc1,1,28.72
CCCOc1c(Cl)cc(C(=O)OCC(=O)NC(C)C2CC2)cc1OC,1,31.15
CCN(C(=O)c1cnc(NC2CC2)cn1)C1CCS(=O)(=O)C1,1,27.64
CCC(C=C1N(O)c2ccc(C(C)CC)cc2C1(C)C)=C1N(CC)c2ccc3ccccc3c2C1(C)C,1,51.83
CCOP(=O)(CCc1ccc(N2CCN(Cc3ccc(Cn4cc(Cl)cn4)cc3)CC2)cc1)OCC,1,43.91
Cc1noc(CNS(=O)(=O)c2ccc(Cl)nc2)n1,1,25.0
C=CCC(C)=CC=C(C)c1cc(C)ccc1C,1,32.48
CC(NCC(NS(C)(=O)=O)C(O)COCc1ccccc1)c1ccccc1,1,37.77
NC1CN(CC(O)C(F)(F)F)C1,1,25.92
CCCCn1nc(C)c(C=CC(=O)c2c(C)c(C(=O)OC(C)(C)C)n(C)c2C)c1Cl,1,38.9
CCOc1cc(C=NN2C(=O)C3CCCCC3C2=O)ccc1OCc1nc(C(F)(F)F)cs1,1,42.0
Cc1c(-c2c3ccccc3cc3c(-c4ccc(C(=O)O)cc4O)cccc23)ccc2ccccc12,1,44.83
O=[N+]([O-])c1ccc(NC2CCc3ccccc3C2)cc1CO,1,29.26
CC(Oc1ccccc1F)C(=O)N(C)CC(=O)N1CCc2ccccc21,1,32.92
O=C(O)CCCCCCCCCCNC(=O)CCC(NC(=O)c1cc2ccc(Cl)cc2[nH]1)C(=O)O,1,40.46
