SMILES,SMILES_state,NLL,canonical_smiles,MW,cLogP,HBD,HBA,TPSA,QED,SA_score,scaffold,has_hydroxyl,has_amine,has_carbonyl,has_amide,has_halogen_F,has_halogen_Cl,has_halogen_Br,has_aromatic_ring,has_piperidine,has_piperazine,has_morpholine,fingerprint,nearest_active_sim,nearest_active_idx,cluster_morgan,cluster_avalon,cluster_maccs,top_functional_group
COc1ccc(NC(=O)Nc2ccc(OC)c(-c3nc4ccccc4s3)c2)cc1C,1,33.1,COc1ccc(NC(=O)Nc2ccc(OC)c(-c3nc4ccccc4s3)c2)cc1C,419.5060000000001,5.932920000000004,2,5,72.48,0.4202947796020427,2.068476358319586,O=C(Nc1ccccc1)Nc1cccc(-c2nc3ccccc3s2)c1,False,False,True,True,False,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd26340>,0.4166666666666667,1290,45,42,0,benzene
Fc1ccc(Nc2ccnc(Nc3ccc(SC4CC4)cc3)n2)cc1Br,1,36.2,Fc1ccc(Nc2ccnc(Nc3ccc(SC4CC4)cc3)n2)cc1Br,431.3340000000001,6.119900000000002,2,5,49.84,0.49259907166260386,2.443651027925199,c1ccc(Nc2ccnc(Nc3ccc(SC4CC4)cc3)n2)cc1,False,True,False,False,True,False,True,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748beeba00>,0.4153846153846154,162,3436,97,5,aniline
COc1cc(C(=O)NNC(=O)c2cccc(Cl)c2)cc(OC)c1OC,1,26.26,COc1cc(C(=O)NNC(=O)c2cccc(Cl)c2)cc(OC)c1OC,364.78500000000014,2.4406,2,5,85.89000000000001,0.7957737898895723,1.8661261525646022,O=C(NNC(=O)c1ccccc1)c1ccccc1,False,False,True,True,False,True,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd17f40>,0.41509433962264153,1393,172,6,0,methoxy
CC(=O)Nc1ccc(SC(C)C(=O)Nc2nc(C)c(C)s2)cc1,1,25.26,CC(=O)Nc1ccc(SC(C)C(=O)Nc2nc(C)c(C)s2)cc1,349.48100000000005,3.837640000000002,2,5,71.09,0.8047435147284759,2.5416142724646225,O=C(CSc1ccccc1)Nc1nccs1,False,False,True,True,False,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd0ec70>,0.41379310344827586,494,2342,8,1,C_O
O=C(COC(=O)c1cccc(NC(=O)c2c(F)cccc2F)c1)Nc1ccccc1,1,32.38,O=C(COC(=O)c1cccc(NC(=O)c2c(F)cccc2F)c1)Nc1ccccc1,410.37600000000003,4.012600000000002,2,4,84.5,0.6016298362257188,1.8637945757246186,O=C(COC(=O)c1cccc(NC(=O)c2ccccc2)c1)Nc1ccccc1,False,False,True,True,True,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd34f90>,0.41379310344827586,69,41,6,0,C_O
Nc1nc(N2CCOCC2)ncc1C(=O)Nc1cccc(Cl)c1,1,29.0,Nc1nc(N2CCOCC2)ncc1C(=O)Nc1cccc(Cl)c1,333.779,1.801099999999999,2,6,93.37,0.8892866447030375,2.1436397729738346,O=C(Nc1ccccc1)c1cnc(N2CCOCC2)nc1,False,True,True,True,False,True,False,True,False,False,True,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd495b0>,0.4117647058823529,218,493,11,0,NH0
Cc1cc(C(=O)NC(=S)Nc2ccc(-c3nc4ccccc4o3)cc2)c(C)o1,1,30.05,Cc1cc(C(=O)NC(=S)Nc2ccc(-c3nc4ccccc4o3)cc2)c(C)o1,391.45200000000017,4.831440000000003,2,5,80.3,0.4869733503937506,2.2281971600472765,O=C(NC(=S)Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccoc1,False,True,True,True,False,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bedbb50>,0.4117647058823529,622,3921,1,0,NH1
CCOC(C)C(=O)Nc1ncc(C)s1,1,27.18,CCOC(C)C(=O)Nc1ncc(C)s1,214.29000000000002,1.8150199999999999,1,4,51.22,0.8313083643622464,2.717433049324047,c1cscn1,False,False,True,True,False,False,False,False,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bd2b990>,0.4107142857142857,499,1415,8,0,C_O
COc1cccc(NC(=O)Nc2ccc(N3CCCC3)cn2)c1,1,26.88,COc1cccc(NC(=O)Nc2ccc(N3CCCC3)cn2)c1,312.37300000000005,3.3344000000000023,2,4,66.49000000000001,0.9084954198388435,1.9175172701035699,O=C(Nc1ccccc1)Nc1ccc(N2CCCC2)cn1,False,False,True,True,False,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bedbc30>,0.40789473684210525,596,211,35,0,aniline
COc1cccc(C(=O)Nc2cccc(CS(=O)(=O)CC3CCCO3)c2)c1,1,34.65,COc1cccc(C(=O)Nc2cccc(CS(=O)(=O)CC3CCCO3)c2)c1,389.47300000000024,3.0413000000000014,1,5,81.7,0.7871078070250739,2.5793874743158227,O=C(Nc1cccc(CS(=O)(=O)CC2CCCO2)c1)c1ccccc1,False,False,True,True,False,False,False,True,False,False,False,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x78748bedeb20>,0.4,1249,21,133,0,ether
