canonical_smiles,MW,cLogP,HBD,HBA,TPSA,QED,SA_score,scaffold,nearest_active_sim,has_hydroxyl,has_amine,has_carbonyl,has_amide,has_halogen_F,has_halogen_Cl,has_halogen_Br,has_aromatic_ring,has_piperidine,has_piperazine,has_morpholine
CCCCCn1c(C)nc2c1nnc1c(-c3ccc(OCCC)cc3)cc(-c3ccccc3)c(=O)n12,481.60000000000025,6.060620000000006,0,5,74.31,0.23926834768377758,2.7153824053212894,O=c1c(-c2ccccc2)cc(-c2ccccc2)c2nnc3[nH]cnc3n12,0.225,False,False,False,False,False,False,False,True,False,False,False
O=S(=O)(c1ccc(Cl)cc1)C12CCCC(C1)NC2,285.796,2.3983,1,3,46.17,0.9075344867538164,4.3768009820481755,O=S(=O)(c1ccccc1)C12CCCC(C1)NC2,0.2222222222222222,False,True,False,False,False,True,False,True,False,False,False
O=C(NN=Cc1ccc2c(c1)OCO2)C1Cc2ccccc2N1,309.32499999999993,1.9022,2,5,71.95,0.6708509921379258,2.8281509886895737,O=C(NN=Cc1ccc2c(c1)OCO2)C1Cc2ccccc2N1,0.21621621621621623,False,True,True,True,False,False,False,True,False,False,False
CC(=O)NNC(=O)c1ccc2c(c1)NC(=O)C(C)S2,279.32099999999997,0.9001999999999999,3,4,87.30000000000001,0.6665310718112156,2.82993544639654,O=C1CSc2ccccc2N1,0.23076923076923078,False,False,True,True,False,False,False,True,False,False,False
Nc1cccc2c(CCN3CCCCC3)c3n(c12)COCC3,299.418,2.7821000000000016,1,3,43.42,0.8863546460758932,2.878560280263679,c1ccc2c(c1)c(CCN1CCCCC1)c1n2COCC1,0.20930232558139536,False,True,False,False,False,False,False,True,True,False,False
O=C([O-])c1cc[n+](C=Cc2ccc(O)cc2)cc1,241.246,0.6711,1,3,64.24,0.8032203903323879,3.2669620323267567,C(=C[n+]1ccccc1)c1ccccc1,0.22388059701492538,True,False,True,False,False,False,False,True,False,False,False
Cc1ccccc1-n1c(C)cc(C=NNC(=O)c2ccc3[nH]ccc3c2)c1C,370.45600000000013,4.6477600000000034,2,2,62.18,0.39864677401115556,2.3362127369703547,O=C(NN=Cc1ccn(-c2ccccc2)c1)c1ccc2[nH]ccc2c1,0.21782178217821782,False,False,True,True,False,False,False,True,False,False,False
O=C(C1CC2CCC1N2)N1CCN(c2ccc([N+](=O)[O-])nc2)CC1,331.3760000000001,0.7788999999999995,1,6,91.61,0.6499332295217153,4.281067037647934,O=C(C1CC2CCC1N2)N1CCN(c2cccnc2)CC1,0.23595505617977527,False,True,True,True,False,False,False,True,False,True,False
CCCc1cc(C(=O)Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cs1,384.1110000000001,6.533400000000002,0,3,26.3,0.2592384563155508,2.6016120414848007,O=C(Oc1ccccc1)c1ccsc1,0.203125,False,False,True,False,False,True,False,True,False,False,False
C=CCOC1CC(CS(=O)(=O)OC(C)C)CC1=O,276.354,1.2915,0,5,69.67000000000002,0.5174674234060339,4.197848701757602,O=C1CCCC1,0.1875,False,False,True,False,False,False,False,False,False,False,False
OC1C(c2cn[nH]c2Br)CCN(c2ccc(F)cc2)C1c1cccc(Cl)c1,450.73900000000003,5.060800000000003,2,3,52.150000000000006,0.5862643771840436,3.748972263516899,c1ccc(C2CC(c3cn[nH]c3)CCN2c2ccccc2)cc1,0.24,True,False,False,False,True,True,True,True,True,False,False
C=Cc1ccc(-c2ccc(OCC(=C)F)cc2)cc1,254.30399999999995,4.858600000000004,0,1,9.23,0.7400886580214106,2.1930566358322103,c1ccc(-c2ccccc2)cc1,0.18461538461538463,False,False,False,False,True,False,False,True,False,False,False
CC(C)c1ccc2ncn(O)c2c1,176.21899999999997,2.3970000000000002,1,2,38.05,0.6773318461114095,2.483770519239595,c1ccc2[nH]cnc2c1,0.23728813559322035,True,False,False,False,False,False,False,True,False,False,False
CC(C)NC(=O)C(Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,554.6880000000001,3.603200000000003,1,4,90.02999999999999,0.37056646315488345,3.0049004366683123,O=C(CNc1ccccc1)N(CCc1ccccc1)Cc1ccccc1,0.2222222222222222,False,False,True,True,True,False,False,True,False,False,False
CC(C)NC(=O)CCCNS(=O)(=O)c1ccc(Cl)cc1,318.826,1.9230999999999996,2,3,75.27000000000001,0.7542075123377672,1.8322824620581066,c1ccccc1,0.28378378378378377,False,True,True,True,False,True,False,True,False,False,False
CSC(C(NC1CCCOC1)C1CCCC1C)N(C1CCC(N2CC(C)(C)CC3CCCC32)CC1)C(N)C1CCCCC1,617.045,7.627800000000009,2,6,53.760000000000005,0.24631506449266222,5.328526918258472,C1CCC(CN(CC(NC2CCCOC2)C2CCCC2)C2CCC(N3CCCC4CCCC43)CC2)CC1,0.1452991452991453,False,True,False,False,False,False,False,False,True,False,False
CSc1ccc(N2N=C(c3ccc(F)cc3)C(C)C2(O)C(F)(F)F)cc1,384.398,4.658900000000003,1,4,35.83,0.6177047113425518,3.5333663946984704,c1ccc(C2=NN(c3ccccc3)CC2)cc1,0.1927710843373494,True,False,False,False,True,False,False,True,False,False,False
Cc1ccc(OC2COCC2NC(=O)c2cccc(=O)n2C)cc1C,342.39500000000015,1.5783399999999996,1,4,69.56,0.915835937668567,3.27453297348079,O=C(NC1COCC1Oc1ccccc1)c1cccc(=O)[nH]1,0.20833333333333334,False,False,True,True,False,False,False,True,False,False,False
CCc1cnn(CC(=O)Nc2cc(-c3cc(Oc4ccc(C#N)cc4)cc(C(F)(F)F)c3)c(F)cc2OCC(C)OC(=O)OC(C)(C)C)c1,682.6709999999999,8.292080000000004,1,8,124.7,0.12380416108293339,3.6152212905139685,O=C(Cn1cccn1)Nc1cccc(-c2cccc(Oc3ccccc3)c2)c1,0.21774193548387097,False,False,True,True,True,False,False,True,False,False,False
CC(C)(C)C1CCc2c(sc3ncnc(N4CCCC(C(=O)N5CCOCC5)C4)c23)C1,442.6290000000004,3.917500000000003,0,6,58.56,0.7056127424651678,3.371515501407842,O=C(C1CCCN(c2ncnc3sc4c(c23)CCCC4)C1)N1CCOCC1,0.24509803921568626,False,False,True,True,False,False,False,True,True,False,True
COCCNCC1(Cc2cccc3c2OCO3)CCOCC1,307.3900000000001,1.9905999999999997,1,5,48.95,0.7807989779213413,2.670422765470782,c1cc(CC2CCOCC2)c2c(c1)OCO2,0.22580645161290322,False,True,False,False,False,False,False,True,False,False,False
O=C(C1CCCN(Cc2ccc(Oc3ccccc3)cc2)C1)N1CCN(c2ccccn2)CC1,456.5900000000003,4.434700000000004,0,5,48.910000000000004,0.549106764565333,2.5646073925883766,O=C(C1CCCN(Cc2ccc(Oc3ccccc3)cc2)C1)N1CCN(c2ccccn2)CC1,0.2911392405063291,False,False,True,True,False,False,False,True,True,True,False
CCN(c1ccc2c(c1)OCCO2)C1CCCCC1=O,275.3479999999999,2.7958000000000007,0,4,38.77,0.8500032727816637,2.9469329246662337,O=C1CCCCC1Nc1ccc2c(c1)OCCO2,0.18823529411764706,False,False,True,False,False,False,False,True,False,False,False
CC(C)C(=S)CC1=Nc2c(Br)cccc2C2c3ccccc3C(C=O)=CC12,438.39000000000016,6.295200000000006,0,3,29.43,0.4145046478001684,4.259307213312209,C1=CC2C=Nc3ccccc3C2c2ccccc21,0.1728395061728395,False,False,True,False,False,False,True,True,False,False,False
CCCC(C)NC(=O)c1cc(CN2CCCCC2)nc(N(CC)c2ccccc2)n1,409.5780000000001,4.538900000000004,1,5,61.36000000000001,0.6588146862193219,2.946845439972398,c1ccc(Nc2nccc(CN3CCCCC3)n2)cc1,0.22972972972972974,False,False,True,True,False,False,False,True,True,False,False
COCCn1nnnc1-c1ccc(N)cc1,219.24800000000002,0.5686999999999997,1,5,78.85,0.7603151059946164,2.1655481409001727,c1ccc(-c2nnn[nH]2)cc1,0.30612244897959184,False,True,False,False,False,False,False,True,False,False,False
COc1cc(-c2oc(N)c(C#N)c2C#N)ccc1OCCCC(C)C,339.39500000000015,4.095760000000003,1,6,105.2,0.7614243081762525,2.679954915106409,c1ccc(-c2ccco2)cc1,0.23076923076923078,False,True,False,False,False,False,False,True,False,False,False
Cc1nnnn1CC(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1,383.28300000000013,1.6752200000000002,0,5,67.15,0.7860933211497938,2.3399162415937607,O=C(Cn1cnnn1)N1CCN(CCc2ccccc2)CC1,0.25301204819277107,False,False,True,True,False,True,False,True,False,True,False
COc1cc(C=C(C#N)c2ncc(-c3ccc(NS(=O)(=O)c4c(C)c(C)cc(C)c4C)cc3)s2)ccc1OCC(N)=O,602.7380000000002,5.781460000000005,2,8,144.39999999999998,0.21891701368592056,2.940301143884703,O=S(=O)(Nc1ccc(-c2cnc(C=Cc3ccccc3)s2)cc1)c1ccccc1,0.2608695652173913,False,True,True,True,False,False,False,True,False,False,False
CC(=O)NC(Cc1ccc(S(C)(=O)=O)cc1)C(N)=O,284.337,-0.3774000000000001,2,4,106.33000000000001,0.7684208217689326,2.306131399059261,c1ccccc1,0.2638888888888889,False,False,True,True,False,False,False,True,False,False,False
CCNC(=NCCC(=O)OC)NCCCN1C(=O)COc2ccccc21,362.4300000000001,0.9203000000000008,2,5,92.26,0.30922195077696046,2.6245696142037858,O=C1COc2ccccc2N1,0.23076923076923078,False,True,True,True,False,False,False,True,False,False,False
Cc1cccc2nc(CN3CCCCC3NC(=O)OCc3ccccc3)nn12,379.46400000000006,3.2761200000000015,1,5,71.76,0.7365921244624906,3.0384584579835234,O=C(NC1CCCCN1Cc1nc2ccccn2n1)OCc1ccccc1,0.24719101123595505,False,False,True,True,False,False,False,True,True,False,False
C#CC(C)(C=O)CC(CC)CC,166.26399999999995,2.6511000000000013,0,1,17.07,0.45304968303180887,4.120019818431414,,0.12857142857142856,False,False,True,False,False,False,False,False,False,False,False
Cn1cc(C2CCCN2Cc2cccc(OCCCC#N)c2)cn1,324.42800000000005,3.4397800000000025,0,4,54.08,0.7321751463595245,2.8537969738104767,c1ccc(CN2CCCC2c2cn[nH]c2)cc1,0.2345679012345679,False,False,False,False,False,False,False,True,False,False,False
CCOC(=O)c1ccc(NC(=O)N2CCCN(c3cccc(F)c3)CC2)cc1,385.4390000000001,3.7466000000000026,1,4,61.88,0.8146528325671151,1.9151235062011231,O=C(Nc1ccccc1)N1CCCN(c2ccccc2)CC1,0.36,False,False,True,True,True,False,False,True,False,False,False
C=CC=Nc1c(F)[nH]c(=O)[nH]c1=S,199.21,1.4598899999999997,2,3,61.01,0.4300503744878212,4.084658651107727,O=c1[nH]ccc(=S)[nH]1,0.15555555555555556,False,False,False,False,True,False,False,True,False,False,False
NC1(c2coc(CCNc3nc4ccc(Br)cc4s3)n2)CCOC1,409.3090000000002,3.2757000000000014,2,7,86.2,0.67288831797591,3.575648402381904,c1ccc2sc(NCCc3nc(C4CCOC4)co3)nc2c1,0.1836734693877551,False,True,False,False,False,False,True,True,False,False,False
COc1cc(OCC[N+](C)(C)Cc2ccc(O)c(O)c2Br)cc2ccc(=O)oc12,465.32000000000016,3.6307000000000027,2,6,89.13000000000001,0.3148853135832794,2.971660883059686,O=c1ccc2cc(OCC[NH2+]Cc3ccccc3)ccc2o1,0.21621621621621623,True,False,False,False,False,False,True,True,False,False,False
COc1ccc2sc(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)nc2c1,438.5090000000001,5.405120000000003,1,6,69.03999999999999,0.4076280681701648,2.3618538180691395,O=C(Nc1nc2ccccc2s1)c1cc2cnn(-c3ccccc3)c2s1,0.29069767441860467,False,False,True,True,True,False,False,True,False,False,False
CC(CC(=O)N(C)C1CC(C)(C)NC(C)(C)C1)N(Cc1ccccc1)Cc1ccccc1,435.6560000000002,5.235000000000005,1,3,35.580000000000005,0.6162413212799889,3.0618262653464114,O=C(CCN(Cc1ccccc1)Cc1ccccc1)NC1CCNCC1,0.2597402597402597,False,True,True,True,False,False,False,True,True,False,False
CCC(C)C(NC(=O)C(CCSC)NC(=O)C(N)CCSC)C(=O)NC(CCCN=C(N)N)C(=O)O,549.7640000000005,-0.541399999999993,7,8,215.01999999999998,0.06199604489796737,3.9009848023021947,,0.1276595744680851,True,True,True,True,False,False,False,False,False,False,False
Cn1nccc1CN1CCN2C(CCC2Cn2ccnn2)C1,301.398,0.3604000000000003,0,5,55.010000000000005,0.8160526911184371,3.6551629643133907,c1cn(CC2CCC3CN(Cc4ccn[nH]4)CCN32)nn1,0.1797752808988764,False,False,False,False,False,False,False,False,False,True,False
COC(=O)C1CSC(C(C)C)N1C(C)C(=O)O,261.343,1.032,1,5,66.84,0.7624945006268269,3.8570765698331195,C1CSCN1,0.16666666666666666,True,False,True,False,False,False,False,False,False,False,False
CC1Sc2ccccc2N(C2CC2)C(=O)C1O,249.33499999999995,2.0371,1,3,40.540000000000006,0.8276893758323042,3.341363441894295,O=C1CCSc2ccccc2N1C1CC1,0.18840579710144928,True,False,True,True,False,False,False,True,False,False,False
CC1C(=O)CCC2(C)C1CCC2C1(C)CC1,220.35599999999994,3.818000000000003,0,1,17.07,0.6563144734116408,3.8666815403860397,O=C1CCC2C(CCC2C2CC2)C1,0.1506849315068493,False,False,True,False,False,False,False,False,False,False,False
CCOC(=O)COc1ccc(Cl)cc1-c1ccc(CN(C)Cc2ccccc2)c(F)c1,441.9300000000002,5.720000000000005,0,4,38.77,0.3979436385292797,2.1233662910149835,c1ccc(CNCc2ccc(-c3ccccc3)cc2)cc1,0.23469387755102042,False,False,True,False,True,True,False,True,False,False,False
O=C(c1ccccc1)C(F)(c1ccccc1)C(F)S(=O)(=O)O,326.32000000000005,2.917700000000001,1,3,71.44,0.677261410836143,3.160882786798596,O=C(Cc1ccccc1)c1ccccc1,0.23333333333333334,True,False,True,False,True,False,False,True,False,False,False
CCNC(Cc1cc(OC)ncn1)c1ccc(C)c(Br)c1,350.26,3.4494200000000026,1,4,47.04,0.8669590481940489,2.903430394089467,c1ccc(CCc2ccncn2)cc1,0.19753086419753085,False,True,False,False,False,False,True,True,False,False,False
O=CCCNc1ccc([N+](=O)[O-])cc1,194.18999999999997,1.5957,1,4,72.24,0.3341592669117537,2.127855733621132,c1ccccc1,0.2962962962962963,False,True,True,False,False,False,False,True,False,False,False
CCCCCCCC(O)=NC(COC(=O)C(C)(C)Cc1ccccc1)C(C)=O,389.5360000000001,5.073100000000005,1,4,75.96000000000001,0.22102662996888375,3.203491234962642,c1ccccc1,0.21621621621621623,True,False,True,False,False,False,False,True,False,False,False
CC=C(CCl)c1cccc(-c2ccc3nc(N)ncc3c2N(C)C(=O)OC(C)(C)C)c1,438.95900000000023,5.892400000000005,1,5,81.34,0.5131342860892786,3.0099290429689143,c1ccc(-c2ccc3ncncc3c2)cc1,0.2358490566037736,False,True,True,True,False,True,False,True,False,False,False
O=C(OCCSc1ccc(C2CCCc3c2[nH]c2ccccc32)nc1)c1cc(F)ccc1C(F)(F)F,514.5440000000001,7.138100000000005,1,4,54.980000000000004,0.12864469181432148,3.3222406135417337,O=C(OCCSc1ccc(C2CCCc3c2[nH]c2ccccc32)nc1)c1ccccc1,0.21428571428571427,False,False,True,False,True,False,False,True,False,False,False
C=C1CCC(C(=O)N(C)C)C(C(=O)c2ccccc2SC(=O)c2ccccc2)C1,407.53500000000014,4.862500000000004,0,4,54.45,0.4033773755453279,3.504384949423664,C=C1CCCC(C(=O)c2ccccc2SC(=O)c2ccccc2)C1,0.20588235294117646,False,False,True,True,False,False,False,True,False,False,False
C=C(CC)C(CC(OC)C(F)(F)F)NN,226.24199999999996,1.7519,2,3,47.28,0.4118709342083797,4.281803843962316,,0.13924050632911392,False,True,False,False,True,False,False,False,False,False,False
O=C(O)c1nccc(Oc2cccc3cccnc23)n1,267.244,2.5153,1,5,85.2,0.7843444510842694,2.3058335672747265,c1cnc2c(Oc3ccncn3)cccc2c1,0.22388059701492538,True,False,True,False,False,False,False,True,False,False,False
C=CC12CN(C(=O)N(C)C(CNC)c3ccccc3)CC1CC1=C(C(O)C=CC1=C)C2N,434.5840000000003,2.6176000000000004,3,4,81.83,0.6225214987967779,5.068598996600429,C=C1C=CCC2=C1CC1CN(C(=O)NCc3ccccc3)CC1C2,0.20192307692307693,True,True,True,True,False,False,False,True,False,False,False
CCC1(C)C(OC(=O)CC(C)C(=O)OCc2cccc3ccccc23)CCC2(C)C3CCC4(C)C(C)C5(O)CC5C5C(C)C54C3CCC12,654.9320000000001,9.132900000000003,1,5,72.83000000000001,0.3016477735568565,5.8500819421305525,O=C(CCC(=O)OC1CCC2C(CCC3C2CCC2CC4CC4C4CC243)C1)OCc1cccc2ccccc12,0.1864406779661017,True,False,True,False,False,False,False,True,False,False,False
Cc1cccc2cc(O)cc(-c3ncc(OC(O)(O)O)c4c3ccc3nc(OCC5C(=O)N(C)C6=C7SC(=CC=C6)CC6=C7N65)nc(N5CCC(N)C5)c34)c12,757.8289999999996,4.065420000000001,5,14,190.63000000000002,0.11801573307429043,5.828736320754819,O=C1NC2=C3SC(=CC=C2)CC2=C3N2C1COc1nc(N2CCCC2)c2c(ccc3c(-c4cccc5ccccc45)nccc32)n1,0.2074074074074074,True,True,True,True,False,False,False,True,False,False,False
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4nc3C(F)(F)F)c2)cc1,474.4200000000001,5.024600000000002,1,6,115.09,0.3206714455128359,2.373783854762669,O=S(=O)(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccccc1,0.352112676056338,False,True,False,False,True,False,False,True,False,False,False
COC(=O)c1ccc(Oc2cc(C3=CC4CC3CN4)ncn2)cc1,323.352,2.4306,1,6,73.34,0.8713037604537256,4.261730784092819,C1=C(c2cc(Oc3ccccc3)ncn2)C2CNC1C2,0.2857142857142857,False,True,True,False,False,False,False,True,False,False,False
Oc1ccc(CN2CCCN(Cc3ccncc3)CC2)cc1,297.4020000000001,2.4951000000000008,1,4,39.6,0.9410022274117507,1.8454071441690054,c1ccc(CN2CCCN(Cc3ccncc3)CC2)cc1,0.3076923076923077,True,False,False,False,False,False,False,True,False,False,False
