canonical_smiles,MW,cLogP,HBD,HBA,TPSA,QED,SA_score,scaffold,nearest_active_sim,has_hydroxyl,has_amine,has_carbonyl,has_amide,has_halogen_F,has_halogen_Cl,has_halogen_Br,has_aromatic_ring,has_piperidine,has_piperazine,has_morpholine
CCCCCC(OC=O)SC(=O)OCC,234.31699999999995,2.9555000000000016,0,5,52.60000000000001,0.27955752295819725,3.6024429439446646,,0.17647058823529413,False,False,True,False,False,False,False,False,False,False,False
Oc1ccc2ccccc2c1CNc1cccc(Nc2ccccc2)c1,340.42600000000004,5.901100000000003,3,3,44.29,0.4235761338306121,1.9067657531999256,c1ccc(Nc2cccc(NCc3cccc4ccccc34)c2)cc1,0.28888888888888886,True,True,False,False,False,False,False,True,False,False,False
Nc1c(Cl)ncc(S)c1C(F)F,210.636,2.5435,2,3,38.91,0.5524258999579277,3.4752343653780615,c1ccncc1,0.2,False,True,False,False,True,True,False,True,False,False,False
COc1cccc(C(O)CN2c3ccc4c5c(oc4c3OCC2C)CCCC5)c1,393.48300000000023,4.641100000000003,1,5,55.07000000000001,0.6997486191829321,3.5433245709132857,c1ccc(CCN2CCOc3c2ccc2c4c(oc32)CCCC4)cc1,0.22727272727272727,True,False,False,False,False,False,False,True,False,False,False
NCC1CCN(C2CCSCC2)CC1C(F)(F)F,282.37499999999994,2.3411,1,3,29.259999999999998,0.84273265385777,3.806742394065294,C1CCN(C2CCSCC2)CC1,0.19718309859154928,False,True,False,False,True,False,False,False,True,False,False
COC(=O)CCN(Cc1cccc(Cl)c1)C(=O)c1cc(Cl)ccc1Cl,400.6890000000002,4.852300000000003,0,3,46.61,0.6510479781107634,2.005821804738515,O=C(NCc1ccccc1)c1ccccc1,0.2702702702702703,False,False,True,True,False,True,False,True,False,False,False
CCCCCC=CCC=CCCCCCCCCCCCCCC(=O)NCCOP(=O)(O)OCC(O)COP(=O)(O)OCC(O)COC(=O)CCCCCCCCCCCC=CCC=CCCCCCCC,1062.3979999999995,14.942999999999964,5,11,207.37999999999997,0.016648990907523347,4.923459910673662,,0.19101123595505617,True,False,True,True,False,False,False,False,False,False,False
CC(=O)NCCC(=O)N1CCC(C(C)(C)C)C1,240.34699999999995,1.4071999999999993,1,2,49.410000000000004,0.8105270500864914,2.6533142681445305,C1CCNC1,0.20689655172413793,False,False,True,True,False,False,False,False,False,False,False
CC1CCN2CC(c3cncc4ccccc34)NC12,253.34900000000002,2.5470000000000006,1,3,28.160000000000004,0.8462783787587247,3.794457832615981,c1ccc2c(C3CN4CCCC4N3)cncc2c1,0.20253164556962025,False,True,False,False,False,False,False,True,False,False,False
O=C(O)CCc1cc(Sc2ccccc2)ccc1[N+](=O)[O-],303.3390000000001,3.763200000000002,1,4,80.44,0.6487961798689472,2.127086645204008,c1ccc(Sc2ccccc2)cc1,0.24615384615384617,True,False,True,False,False,False,False,True,False,False,False
COc1ccccc1N1COc2oc3ccc(C)cc3c(=O)c2C1,323.34800000000007,3.466520000000002,0,5,51.910000000000004,0.722659214173296,2.640560563187343,O=c1c2c(oc3ccccc13)OCN(c1ccccc1)C2,0.24444444444444444,False,False,False,False,False,False,False,True,False,False,False
NC(c1cccc(O)c1)C1CCCN1S(=O)(=O)c1ccccc1,332.42499999999995,2.2453000000000003,2,4,83.63,0.8992683038644181,2.9193673090945502,O=S(=O)(c1ccccc1)N1CCCC1Cc1ccccc1,0.2375,True,True,False,False,False,False,False,True,False,False,False
CC(=O)NCCNC(=O)c1cccc(-c2cnc(N3CCCCCC3)nc2)c1,381.4800000000003,2.3899,2,5,87.22,0.7504786484943424,2.175906689961808,c1ccc(-c2cnc(N3CCCCCC3)nc2)cc1,0.3424657534246575,False,False,True,True,False,False,False,True,False,False,False
Cc1cc(Br)cc(C(=O)Nc2nc3c(s2)CCCC3)c1N,366.2840000000002,3.927320000000001,2,4,68.01,0.7917694905493753,2.4064996830136547,O=C(Nc1nc2c(s1)CCCC2)c1ccccc1,0.28,False,True,True,True,False,False,True,True,False,False,False
CCS(=O)(=O)c1ccccc1CNCC(F)CNC(=O)c1ccn(C)n1,382.4610000000001,1.0713999999999997,2,5,93.09000000000002,0.6767829949998496,3.1276671757676358,O=C(NCCCNCc1ccccc1)c1cc[nH]n1,0.24390243902439024,False,True,True,True,True,False,False,True,False,False,False
[B]c1ccc2c(c1)NCC2CN(C)C,186.06699999999998,0.5510999999999999,1,2,15.27,0.6782715205747439,4.088651112232798,c1ccc2c(c1)CCN2,0.2,False,True,False,False,False,False,False,True,False,False,False
CN(C)CCN1CC2(CCN(Cc3ccc(CCN4CCCCC4=O)cc3)CC2)C1,412.6220000000003,2.7009999999999996,0,4,30.03,0.656769911085696,2.888897676108355,O=C1CCCCN1CCc1ccc(CN2CCC3(CC2)CNC3)cc1,0.2696629213483146,False,False,True,True,False,False,False,True,True,False,False
O=C(c1cccc(Cl)c1)N1CC2CC(C1)c1cccc(=O)n1C2,328.7990000000001,2.7612000000000005,0,2,42.31,0.8075161379284708,3.6504643664632486,O=C(c1ccccc1)N1CC2CC(C1)c1cccc(=O)n1C2,0.23684210526315788,False,False,True,True,False,True,False,True,True,False,False
CNS(=O)(=O)c1ccccc1NC(=O)N1CCCC(CN2CCOCC2)C1,396.5130000000003,1.1708,2,5,90.98,0.7797258049951805,2.7499666950950417,O=C(Nc1ccccc1)N1CCCC(CN2CCOCC2)C1,0.27472527472527475,False,True,True,True,False,False,False,True,True,False,True
CCCn1c(CNCCCN(CC)CC)nc2ccccc21,302.466,3.267800000000002,1,3,33.09,0.6838553670971145,2.128171708835108,c1ccc2[nH]cnc2c1,0.24390243902439024,False,True,False,False,False,False,False,True,False,False,False
COc1ccc(C2CS2)cc1,166.245,2.4831000000000003,0,2,9.23,0.6241331576469759,2.3968642012612538,c1ccc(C2CS2)cc1,0.23728813559322035,False,False,False,False,False,False,False,True,False,False,False
CCc1ccccc1OC(C)C(=O)NC(C(=O)O)C(C)C,293.363,2.2417,2,3,75.63,0.808144108723256,2.612065083011043,c1ccccc1,0.25333333333333335,True,False,True,True,False,False,False,True,False,False,False
CSCC(C)N(C)C(=O)C(C)N,190.31199999999998,0.5435,1,3,46.33,0.7037150029523773,3.635077144865832,,0.1388888888888889,False,True,True,True,False,False,False,False,False,False,False
CCSCCCC(=O)NC1CCN(C)CC1,244.40399999999997,1.7301,1,3,32.34,0.7222930970626668,2.228690013809871,C1CCNCC1,0.23943661971830985,False,False,True,True,False,False,False,False,True,False,False
C=CC(=O)OCCOC(C)(C)C(C(C(=O)OCC)=P(OCC)(c1ccccc1)c1ccccc1)c1ccc(C(C)(C)C)cc1,618.7510000000001,6.947700000000008,0,6,71.06,0.08433645712134441,3.8622699715350217,C(Cc1ccccc1)=[PH](c1ccccc1)c1ccccc1,0.21176470588235294,False,False,True,False,False,False,False,True,False,False,False
CN(C)S(=O)(=O)N(CCO)Cc1ccccc1F,276.33299999999997,0.4264000000000006,1,3,60.85000000000001,0.8192338961722052,2.2825615798380685,c1ccccc1,0.22727272727272727,True,False,False,False,True,False,False,True,False,False,False
O=S(=O)(CCCCl)c1ccc2c(c1)OCCO2,276.74100000000004,1.8603999999999998,0,4,52.60000000000001,0.7879305383155354,2.2279733126097874,c1ccc2c(c1)OCCO2,0.2542372881355932,False,False,False,False,False,True,False,True,False,False,False
CC(CC(N)=O)NS(=O)(=O)c1ccsc1CCN,291.3980000000001,-0.20849999999999846,3,5,115.27999999999999,0.6444070164181689,3.1724665738343507,c1ccsc1,0.2,False,True,True,True,False,False,False,False,False,False,False
CNC(=O)c1c(NC(=O)CCN(c2ccc(F)c(F)c2)S(C)(=O)=O)sc(C)c1C,445.51300000000015,2.7975400000000015,2,5,95.58000000000001,0.6851549789926615,2.5503528336091374,O=C(CCNc1ccccc1)Nc1cccs1,0.24,False,False,True,True,True,False,False,True,False,False,False
CCOc1cc(C=NNC(=O)CSc2c(O)c(-c3ccccc3)nn2-c2ccccc2)ccc1O,488.56900000000013,4.591600000000003,3,7,108.97000000000001,0.1806253427493234,2.5825810848761517,O=C(CSc1cc(-c2ccccc2)nn1-c1ccccc1)NN=Cc1ccccc1,0.26262626262626265,True,False,True,True,False,False,False,True,False,False,False
C=CC(=CC)c1ccc(-c2cccc3c2OC2=C4C3=CC=C3C(=C4C=Cc4c2n(-c2ccccc2)c2ccccc42)C(C)=CC(C)(C)N3C)cc1,660.861,11.965099999999982,0,2,17.4,0.17853939282340087,3.936454783099575,C1=CC2=C3C=Cc4c(n(-c5ccccc5)c5ccccc45)C4=C3C(=CC=C2NC1)c1cccc(-c2ccccc2)c1O4,0.18085106382978725,False,False,False,False,False,False,False,True,False,False,False
CC1CC2=CC3(O)C(O2)C(C)C2C(C13)C1(C)CCC(O)CC23CC1O3,346.4670000000001,2.630700000000001,2,4,58.92,0.7078807363435826,7.378805991117892,C1=C2CCC3C1C(CC1C3C3CCCCC14CC3O4)O2,0.16470588235294117,True,False,False,False,False,False,False,False,False,False,False
CCCCN=c1scc(C)n1N=C(C)C,225.361,2.8027200000000017,0,3,29.65,0.5569598303637269,3.2146449386913467,N=c1[nH]ccs1,0.16901408450704225,False,False,False,False,False,False,False,False,False,False,False
CCOC(=O)c1c(NC(=O)C(C)OC(=O)COc2ccccc2Cl)sc2c1CCC2,451.9280000000002,4.016100000000003,1,7,90.92999999999999,0.6094523954254883,2.6919397410201853,O=C(COC(=O)COc1ccccc1)Nc1cc2c(s1)CCC2,0.2716049382716049,False,False,True,True,False,True,False,True,False,False,False
CCC1(C2(O)CCN(c3cc(C(F)(F)F)ccn3)CC2)CC1,314.3510000000001,3.621900000000003,1,3,36.36,0.925489186570933,3.0201764341098336,c1ccc(N2CCC(C3CC3)CC2)nc1,0.2717391304347826,True,False,False,False,True,False,False,True,True,False,False
CCSC1N=C2N(CO)CCCN2N1,216.30999999999997,-0.14519999999999994,2,6,51.1,0.6872362678238954,4.513417118149958,C1CNC2=NCNN2C1,0.16,True,True,False,False,False,False,False,False,False,False,False
Cc1ccccc1CCCC(=O)c1ccccn1,239.318,3.595620000000002,0,2,29.96,0.7461573353216607,1.8404592129741637,O=C(CCCc1ccccc1)c1ccccn1,0.26666666666666666,False,False,True,False,False,False,False,True,False,False,False
O=C(O)CCCc1c(O)cc(Br)c2ccccc12,309.15900000000005,3.715200000000001,2,2,57.53,0.9048257849046637,2.1420231182996083,c1ccc2ccccc2c1,0.23943661971830985,True,False,True,False,False,False,True,True,False,False,False
NCCC(=O)C(c1ccccc1)[N+](=O)[O-],208.21699999999998,0.9222999999999999,1,4,86.23,0.5754746367684759,3.0360879720872536,c1ccccc1,0.21666666666666667,False,True,True,False,False,False,False,True,False,False,False
Oc1ccc2c(ccn2C(c2ccccc2)c2ccccc2)c1,299.37300000000005,4.984600000000004,1,1,25.16,0.5665303062550986,2.0092601349647836,c1ccc(C(c2ccccc2)n2ccc3ccccc32)cc1,0.2535211267605634,True,False,False,False,False,False,False,True,False,False,False
CN1CCC(CNC(=O)c2cnsn2)C1,226.305,0.21960000000000007,1,5,58.120000000000005,0.8007314571101976,3.098346028721485,O=C(NCC1CCNC1)c1cnsn1,0.3157894736842105,False,False,True,True,False,False,False,False,False,False,False
O=S(=O)(Oc1ccc2c(c1)C1CCC2O1)C(F)(F)F,294.24999999999994,2.821200000000001,0,4,52.60000000000001,0.6214656814505466,4.175085317541097,c1ccc2c(c1)C1CCC2O1,0.21311475409836064,False,False,False,False,True,False,False,True,False,False,False
O=C(NCC(Cl)Cl)C(=O)NC1CCSC1,271.16900000000004,0.5279999999999996,2,3,58.2,0.5812003610408754,3.541418553700762,C1CCSC1,0.21311475409836064,False,False,True,True,False,True,False,False,False,False,False
CC1=C(C)N(C)C1=C=O,123.15499999999999,0.9412,0,2,20.310000000000002,0.4466777813837013,3.8966320206034837,C=C1C=CN1,0.1568627450980392,False,False,False,False,False,False,False,False,False,False,False
CC(C(=O)N1CCN(C(=O)c2ccc(Cl)cc2)CC1)N1Cc2ccccc2C1=O,411.88900000000024,2.6689000000000007,0,3,60.93000000000001,0.7797142196398154,2.5663912569809195,O=C(CN1Cc2ccccc2C1=O)N1CCN(C(=O)c2ccccc2)CC1,0.3037974683544304,False,False,True,True,False,True,False,True,False,True,False
O=C(NNC(=O)c1cnc[nH]1)c1ccc(Br)cc1,309.12300000000005,1.2469999999999997,3,3,86.88,0.7296633953629479,2.137892349068837,O=C(NNC(=O)c1cnc[nH]1)c1ccccc1,0.2653061224489796,False,False,True,True,False,False,True,True,False,False,False
CCOc1cc(C=O)ccc1OCc1ccc(Cl)cc1,290.746,4.130200000000003,0,3,35.53,0.7504663942318106,1.7391506132052026,c1ccc(COc2ccccc2)cc1,0.2857142857142857,False,False,True,False,False,True,False,True,False,False,False
Cc1ccccc1NC(=O)CCCCCN1C(=O)c2cc(Br)sc2C1=O,435.343,4.614120000000004,1,4,66.48,0.5102143135909022,2.371423167018982,O=C(CCCCCN1C(=O)c2ccsc2C1=O)Nc1ccccc1,0.2840909090909091,False,False,True,True,False,False,True,True,False,False,False
COc1cccc(C=Nn2c(Cc3ccccc3)nnc2SCc2ccccc2)c1OC,444.5600000000002,5.060600000000004,0,6,61.53,0.26671400767002773,2.3498306458329257,C(=Nn1c(Cc2ccccc2)nnc1SCc1ccccc1)c1ccccc1,0.25263157894736843,False,False,False,False,False,False,False,True,False,False,False
N#CC(C(=O)Nc1ccccc1)C(=O)c1ccccc1C(=O)O,308.29300000000006,2.34598,2,4,107.26,0.6508985621924401,2.461462074662423,O=C(CC(=O)c1ccccc1)Nc1ccccc1,0.27906976744186046,True,False,True,True,False,False,False,True,False,False,False
COc1ccc(C)c(NC(=O)CN(C)CC(=O)Nc2ccccc2SC)c1,387.50500000000005,3.2345200000000007,2,5,70.67,0.6807258100446557,2.0269247310687906,O=C(CNCC(=O)Nc1ccccc1)Nc1ccccc1,0.38461538461538464,False,False,True,True,False,False,False,True,False,False,False
CC(C)CC(NC(=O)c1ccco1)C(=O)N1CCC(NCc2ccc3ccccc3c2)CC1,447.5790000000002,4.358100000000004,2,4,74.58,0.5381489362915162,2.7468965049814464,O=C(NCC(=O)N1CCC(NCc2ccc3ccccc3c2)CC1)c1ccco1,0.2988505747126437,False,True,True,True,False,False,False,True,True,False,False
CCC1CCCN(C(=O)C2CNC(C)C2)CC1,238.37499999999997,2.0230999999999995,1,2,32.34,0.7980513084145062,3.34178906983312,O=C(C1CCNC1)N1CCCCCC1,0.23728813559322035,False,True,True,True,False,False,False,False,False,False,False
O=C(Cl)c1c(C(F)(F)F)c(S(=O)(=O)Cl)cc2ccc(F)cc12,375.1260000000001,4.304200000000001,0,3,51.21,0.5809755878463426,2.7830213328952578,c1ccc2ccccc2c1,0.2153846153846154,False,False,True,False,True,True,False,True,False,False,False
CC1CCC(CBr)N1Cc1ccn(C(C)C)n1,300.244,3.211800000000002,0,2,21.060000000000002,0.7961972184563236,3.7146999394393037,c1cc(CN2CCCC2)n[nH]1,0.175,False,False,False,False,False,False,True,False,False,False,False
O=C(CCl)NCC(=O)NCCO,194.618,-1.5500999999999994,3,3,78.43,0.4639992335311263,2.1050655998693752,,0.20967741935483872,True,False,True,True,False,True,False,False,False,False,False
COc1ccc(C(C)C)cc1S(=O)(=O)NCC(C)OC(=O)Cc1ccc(F)cc1F,441.4960000000002,3.549500000000002,1,5,81.70000000000002,0.6021579858861211,2.8477189839994317,O=C(Cc1ccccc1)OCCNS(=O)(=O)c1ccccc1,0.3023255813953488,False,True,True,False,True,False,False,True,False,False,False
COc1cc(OCCOCCOCCOCCOCCn2c(=O)n(-c3ccc(F)cc3)c3ccc(OCCCCOc4ccc(OCCCCc5ccccc5)cc4C)cc32)ccc1C=C1CC2CC(C(=O)O)C3(CCC2C3)C1,1085.3199999999997,11.71781999999999,1,11,147.3,0.03912487423728455,6.492485063346941,O=c1n(CCOCCOCCOCCOCCOc2ccc(C=C3CC4CCC5(CCC4C5)C3)cc2)c2cc(OCCCCOc3ccc(OCCCCc4ccccc4)cc3)ccc2n1-c1ccccc1,0.2246376811594203,True,False,True,False,True,False,False,True,False,False,False
CC(=CCC(=O)N(C)CC(C)(C)O)C(=O)O,229.276,0.6367,2,3,77.84,0.6779646634447533,3.078828859963717,,0.14285714285714285,True,False,True,True,False,False,False,False,False,False,False
COC1OC(CO)C(O)C(C)C1O,192.211,-1.2921000000000007,3,5,79.15,0.5069738213148806,3.7322224767843677,C1CCOCC1,0.21052631578947367,True,False,False,False,False,False,False,False,False,False,False
NNC(CCOCC(F)(F)F)c1ccoc1,238.20899999999997,1.7530000000000001,2,4,60.42,0.45006791819230246,3.501287909904054,c1ccoc1,0.16666666666666666,False,True,False,False,True,False,False,False,False,False,False
Cc1ccc(-n2cc(CC(C)N)c3ccccc32)cc1Cl,298.817,4.482020000000003,1,1,30.95,0.7590487796923682,2.5732841098652184,c1ccc(-n2ccc3ccccc32)cc1,0.2222222222222222,False,True,False,False,False,True,False,True,False,False,False
NC(=S)NCCc1ccsc1C(=O)O,230.314,0.8220000000000001,3,3,75.35,0.6677401681710409,2.5488874682832314,c1ccsc1,0.21818181818181817,True,True,True,False,False,False,False,False,False,False,False
COc1ccc(CNc2nc(-c3cc(C)c(O)c(OC)c3)c3cc(CC(O)CN)cnc3n2)cc1,475.54900000000026,3.1972200000000006,4,9,135.64,0.28764707171635007,3.1904339169254694,c1ccc(CNc2nc(-c3ccccc3)c3cccnc3n2)cc1,0.27586206896551724,True,True,False,False,False,False,False,True,False,False,False
CC(CCCC(=O)O)=NNc1nc2ccc([N+](=O)[O-])cc2s1,322.34600000000006,3.247200000000001,2,7,117.72,0.4587405406362507,2.5096088552952054,c1ccc2scnc2c1,0.27380952380952384,True,True,True,False,False,False,False,True,False,False,False
CCC(C)CCCC(=O)CN(CC)CC,213.36499999999995,3.1137000000000015,0,2,20.310000000000002,0.5863249232788563,2.821987343569429,,0.16393442622950818,False,False,True,False,False,False,False,False,False,False,False
C=C(C)C(=O)OCCCOc1ccc(-c2ccc(OC(=O)C3CCC(CCCC)CC3)cc2)cc1,478.6290000000004,7.143800000000008,0,5,61.830000000000005,0.14033889910597466,2.3935326781739423,O=C(Oc1ccc(-c2ccccc2)cc1)C1CCCCC1,0.26582278481012656,False,False,True,False,False,False,False,True,False,False,False
O=C(C1CCC#CC1CO)N1CCn2ncc(F)c2C1,277.29900000000004,0.3862999999999997,1,3,58.36,0.7954447361065912,4.797841581278582,O=C(C1CC#CCC1)N1CCn2nccc2C1,0.22388059701492538,True,False,True,True,True,False,False,False,False,False,False
O=C(Nc1ccc(F)c(F)c1F)N1CCOCC1,260.215,1.9679999999999997,1,2,41.57000000000001,0.7842327558071606,2.0490378875303765,O=C(Nc1ccccc1)N1CCOCC1,0.3333333333333333,False,False,True,True,True,False,False,True,False,False,True
CC=CCC(C)C=O,112.17199999999998,1.7876,0,1,17.07,0.4015468323197438,3.6282795331024102,,0.09090909090909091,False,False,True,False,False,False,False,False,False,False,False
CCNC1CCCCn2cc(-c3ccc(F)cc3Br)nc21,352.25100000000003,4.286200000000004,1,2,29.85,0.8933658880093936,3.1336843836592205,c1ccc(-c2cn3c(n2)CCCCC3)cc1,0.2894736842105263,False,True,False,False,True,False,True,True,False,False,False
O=C(OCCc1ccc(O)cc1)c1ccccc1,242.27400000000003,2.7917000000000005,1,3,46.53,0.838455648916681,1.5324461952226862,O=C(OCCc1ccccc1)c1ccccc1,0.275,True,False,True,False,False,False,False,True,False,False,False
C=CCC(N)=NO,100.121,0.3089,2,2,58.61,0.17235451620876233,3.446215894216386,,0.08196721311475409,True,True,False,False,False,False,False,False,False,False,False
CCOc1ccc(C=CC(=O)C(C)(C)C)cc1,232.32299999999995,3.713700000000003,0,2,26.3,0.7395657549815449,1.9767053778271784,c1ccccc1,0.2698412698412698,False,False,True,False,False,False,False,True,False,False,False
S=c1[nH]nc(-c2ccccn2)n1-c1ccsc1,260.34700000000004,3.053390000000001,1,4,46.5,0.7203009693506538,2.677058889532864,S=c1[nH]nc(-c2ccccn2)n1-c1ccsc1,0.25862068965517243,False,False,False,False,False,False,False,True,False,False,False
CC(C)(C)C1CCN(Cc2ccccc2)CC1(O)C#N,272.39200000000005,2.8092800000000016,1,3,47.26,0.8421490304919095,3.3231765536746067,c1ccc(CN2CCCCC2)cc1,0.29310344827586204,True,False,False,False,False,False,False,True,True,False,False
COc1cc(C(=O)C(C)C)ccc1OCCC1(O)CCc2ccc(C)cc2C1,382.50000000000017,4.531220000000005,1,4,55.760000000000005,0.7149462311630526,2.9789555859962213,c1ccc(OCCC2CCc3ccccc3C2)cc1,0.24,True,False,True,False,False,False,False,True,False,False,False
COc1ccc(C=CC=CC=C2OC(=O)C(C)(C)O2)cc1,286.327,3.458000000000002,0,4,44.760000000000005,0.6278527263769873,3.1122874274725865,O=C1COC(=CC=CC=Cc2ccccc2)O1,0.2222222222222222,False,False,True,False,False,False,False,True,False,False,False
CC(C)(C)C1CCc2c(sc(NC(=S)NC(=O)c3ccc(Sc4ncccn4)c([N+](=O)[O-])c3)c2-c2ccccc2)C1,603.7950000000002,7.542300000000006,2,8,110.05000000000001,0.10065887234756671,3.357177003403102,O=C(NC(=S)Nc1sc2c(c1-c1ccccc1)CCCC2)c1ccc(Sc2ncccn2)cc1,0.25,False,True,True,True,False,False,False,True,False,False,False
Cc1cccc(C)c1NC(=O)CCN1CC(C)OC(C)C1,290.40700000000004,2.7412400000000012,1,3,41.57000000000001,0.9268113261403175,2.7492730500440103,O=C(CCN1CCOCC1)Nc1ccccc1,0.27692307692307694,False,False,True,True,False,False,False,True,False,False,True
COCCNS(=O)(=O)C(c1sccc1C)C(C)N,292.42600000000004,1.01062,2,5,81.42,0.7349557985489678,3.6426871632960633,c1ccsc1,0.2361111111111111,False,True,False,False,False,False,False,False,False,False,False
CCOc1cc(C2CC(=O)C3C(=O)c4ccccc4C(=O)N32)ccc1OC,365.3850000000001,2.815100000000001,0,5,72.91000000000001,0.7792748140637545,3.182264095903303,O=C1CC(c2ccccc2)N2C(=O)c3ccccc3C(=O)C12,0.23376623376623376,False,False,True,True,False,False,False,True,False,False,False
CC(C)C(NC(=O)N(C)Cc1ccc[nH]1)C(=O)O,253.302,1.2652999999999999,3,2,85.43,0.738222087786431,2.9627002276805037,c1cc[nH]c1,0.23076923076923078,True,False,True,True,False,False,False,False,False,False,False
COC(=O)C1C(C)=NC(=S)NC1c1cccc(OC(=O)c2ccco2)c1,372.40200000000016,2.6781000000000006,1,6,90.13000000000001,0.5012068020918372,3.467650699897421,O=C(Oc1cccc(C2CC=NC(=S)N2)c1)c1ccco1,0.23809523809523808,False,True,True,False,False,False,False,True,False,False,False
COc1ccccc1N1CCN(CCCC(Oc2ccccc2Br)c2ccccc2)CC1,495.46100000000007,6.180200000000007,0,4,24.94,0.35407180524182047,2.5875060571778157,c1ccc(OC(CCCN2CCN(c3ccccc3)CC2)c2ccccc2)cc1,0.2463768115942029,False,False,False,False,False,False,True,True,False,True,False
Cc1cccc(C)c1OC(C)C(=O)NC(C)C(C)C,263.38100000000003,3.231440000000002,1,2,38.33,0.8854009549558632,2.752175911597897,c1ccccc1,0.2982456140350877,False,False,True,True,False,False,False,True,False,False,False
O=C1C(=Cc2cccs2)SC(=Nc2ccc(F)cc2)N1Cc1ccc(Cl)cc1,428.94100000000014,6.344800000000005,0,4,32.67,0.4536710111416043,2.3619836130387313,O=C1C(=Cc2cccs2)SC(=Nc2ccccc2)N1Cc1ccccc1,0.22077922077922077,False,False,True,True,True,True,False,True,False,False,False
O=C(O)Cc1ccc(Oc2cccs2)s1,240.305,3.229000000000002,1,4,46.53,0.892045425926937,2.839455480163487,c1csc(Oc2cccs2)c1,0.22580645161290322,True,False,True,False,False,False,False,False,False,False,False
COC(=O)c1c(NNC(=O)Nc2ccc(Cl)cc2)c(C)n[nH]c1=O,351.7500000000001,1.6669199999999997,4,6,125.21000000000001,0.4901624221859987,2.4053069298641443,O=C(NNc1cn[nH]c(=O)c1)Nc1ccccc1,0.3870967741935484,False,True,True,True,False,True,False,True,False,False,False
