SMILES,SMILES_state,NLL
OC1C(c2cn[nH]c2Br)CCN(c2ccc(F)cc2)C1c1cccc(Cl)c1,1,50.56
C=Cc1ccc(-c2ccc(OCC(=C)F)cc2)cc1,1,28.8
CC(C)c1ccc2ncn(O)c2c1,1,24.24
CC(C)NC(=O)C(Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(c1ccccc1)S(=O)(=O)N(C)C,1,30.6
CC(C)NC(=O)CCCNS(=O)(=O)c1ccc(Cl)cc1,1,24.98
CSC(C(NC1CCCOC1)C1CCCC1C)N(C1CCC(N2CC(C)(C)CC3CCCC32)CC1)C(N)C1CCCCC1,1,75.67
CSc1ccc(N2N=C(c3ccc(F)cc3)C(C)C2(O)C(F)(F)F)cc1,1,37.87
Cc1ccc(OC2COCC2NC(=O)c2cccc(=O)n2C)cc1C,1,41.11
CCc1cnn(CC(=O)Nc2cc(-c3cc(Oc4ccc(C#N)cc4)cc(C(F)(F)F)c3)c(F)cc2OCC(C)OC(=O)OC(C)(C)C)c1,1,76.8
CC(C)(C)C1CCc2c(sc3ncnc(N4CCCC(C(=O)N5CCOCC5)C4)c23)C1,1,33.25
COCCNCC1(Cc2cccc3c2OCO3)CCOCC1,1,26.61
O=C(C1CCCN(Cc2ccc(Oc3ccccc3)cc2)C1)N1CCN(c2ccccn2)CC1,1,31.41
CCN(c1ccc2c(c1)OCCO2)C1CCCCC1=O,1,29.81
CC(C)C(=S)CC1=Nc2c(Br)cccc2C2c3ccccc3C(C=O)=CC12,1,63.75
CCCC(C)NC(=O)c1cc(CN2CCCCC2)nc(N(CC)c2ccccc2)n1,1,41.13
COCCn1nnnc1-c1ccc(N)cc1,1,23.25
COc1cc(-c2oc(N)c(C#N)c2C#N)ccc1OCCCC(C)C,1,34.09
Cc1nnnn1CC(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1,1,31.71
COc1cc(C=C(C#N)c2ncc(-c3ccc(NS(=O)(=O)c4c(C)c(C)cc(C)c4C)cc3)s2)ccc1OCC(N)=O,1,54.03
CC(=O)NC(Cc1ccc(S(C)(=O)=O)cc1)C(N)=O,1,27.54
CCNC(=NCCC(=O)OC)NCCCN1C(=O)COc2ccccc21,1,30.35
Cc1cccc2nc(CN3CCCCC3NC(=O)OCc3ccccc3)nn12,1,39.57
C#CC(C)(C=O)CC(CC)CC,1,30.21
Cn1cc(C2CCCN2Cc2cccc(OCCCC#N)c2)cn1,1,29.23
CCOC(=O)c1ccc(NC(=O)N2CCCN(c3cccc(F)c3)CC2)cc1,1,30.63
C=CC=Nc1c(F)[nH]c(=O)[nH]c1=S,1,31.18
NC1(c2coc(CCNc3nc4ccc(Br)cc4s3)n2)CCOC1,1,48.14
COc1cc(OCC[N+](C)(C)Cc2ccc(O)c(O)c2Br)cc2ccc(=O)oc12,1,47.78
COc1ccc2sc(NC(=O)c3cc4c(C)nn(-c5ccc(F)cc5)c4s3)nc2c1,1,33.28
CC(CC(=O)N(C)C1CC(C)(C)NC(C)(C)C1)N(Cc1ccccc1)Cc1ccccc1,1,38.5
CCC(C)C(NC(=O)C(CCSC)NC(=O)C(N)CCSC)C(=O)NC(CCCN=C(N)N)C(=O)O,1,27.88
Cn1nccc1CN1CCN2C(CCC2Cn2ccnn2)C1,1,33.31
COC(=O)C1CSC(C(C)C)N1C(C)C(=O)O,1,32.08
CC1Sc2ccccc2N(C2CC2)C(=O)C1O,1,30.12
CC1C(=O)CCC2(C)C1CCC2C1(C)CC1,1,33.5
CCOC(=O)COc1ccc(Cl)cc1-c1ccc(CN(C)Cc2ccccc2)c(F)c1,1,40.7
O=C(c1ccccc1)C(F)(c1ccccc1)C(F)S(=O)(=O)O,1,34.41
CCNC(Cc1cc(OC)ncn1)c1ccc(C)c(Br)c1,1,27.63
O=CCCNc1ccc([N+](=O)[O-])cc1,1,22.44
CCCCCCCC(O)=NC(COC(=O)C(C)(C)Cc1ccccc1)C(C)=O,1,45.85
CC=C(CCl)c1cccc(-c2ccc3nc(N)ncc3c2N(C)C(=O)OC(C)(C)C)c1,1,53.74
O=C(OCCSc1ccc(C2CCCc3c2[nH]c2ccccc32)nc1)c1cc(F)ccc1C(F)(F)F,1,53.87
C=C1CCC(C(=O)N(C)C)C(C(=O)c2ccccc2SC(=O)c2ccccc2)C1,1,48.55
C=C(CC)C(CC(OC)C(F)(F)F)NN,1,34.29
O=C(O)c1nccc(Oc2cccc3cccnc23)n1,1,25.4
C=CC12CN(C(=O)N(C)C(CNC)c3ccccc3)CC1CC1=C(C(O)C=CC1=C)C2N,1,69.72
CCC1(C)C(OC(=O)CC(C)C(=O)OCc2cccc3ccccc23)CCC2(C)C3CCC4(C)C(C)C5(O)CC5C5C(C)C54C3CCC12,1,83.97
Cc1cccc2cc(O)cc(-c3ncc(OC(O)(O)O)c4c3ccc3nc(OCC5C(=O)N(C)C6=C7SC(=CC=C6)CC6=C7N65)nc(N5CCC(N)C5)c34)c12,1,101.47
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc(-c3nc4ccccc4nc3C(F)(F)F)c2)cc1,1,36.43
COC(=O)c1ccc(Oc2cc(C3=CC4CC3CN4)ncn2)cc1,1,39.88
Oc1ccc(CN2CCCN(Cc3ccncc3)CC2)cc1,1,26.66
C=CCNc1ncc(Br)cc1C(=O)NC,1,28.29
[C-]#[N+]CN(CCC)CCC,1,22.76
Cn1nccc1CCNC(=O)C(N)c1ccccc1,1,24.65
CC(=O)c1ccc2nc(NC(=O)c3ccc(C#N)cc3)sc2c1,1,27.0
COc1ccc(COc2cnc(-c3ccc(C(N)=O)cc3)c(C#N)c2)cc1,1,35.95
O=C(CN1CCN(c2nc3ccccc3n3nnnc23)CC1)N1CCCCCC1,1,29.23
CC(C)C(=O)Nc1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)c1,1,26.42
CCC(C)(O)C1CCC2(C)C(C)C(OCC3CCC(COC4OCC(O)(OC5CC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C(C)O4)O3)CCC2(C)C1,1,75.53
Cc1ccc(CN2CCOC(C(NC3CCOCC3)c3ccccc3)C2)cc1C,1,39.97
COCC(NC(=O)c1ccco1)C(=O)NCC(=O)N1CCOCC1,1,31.11
CNC(C1CCCC1)C(O)c1cc(Cl)c(Cl)cc1OC,1,34.23
Cn1cnc(=O)c2cc(S(=O)(=O)N3CCc4c(cc(Cc5ccccc5F)c(=O)n4CC4CC4)C3)ccc21,1,56.68
CC(C=O)N1C(=O)C2C3CCC(C3)C21,1,32.03
CC12CCC(OC(=O)C=Cc3cccc(OC4CCCCO4)c3)CC1CCC1C3CCC(=O)C=C3CCC12,1,47.83
CCOC(=O)OC1CC2(OC(=O)Cc3ccccc3)C3=CC(C)C4=CC(=O)C(F)=CC4(C)C3(C)C(C)CC2(F)C1(F)C(=O)CO,1,69.66
C=CCOc1ccc(C(O)=C2C(=O)C(=O)N(c3nc(C)c(C(=O)OCC)s3)C2c2ccc(C(=O)OC)cc2)cc1,1,32.2
c1cc(-c2cncc(-c3cccc(-c4c5ccccc5cc5sc6ccccc6c45)c3)n2)cc(-c2cc3ccccc3c3ccccc23)c1,1,44.97
Clc1ccc(OC2CCCC2)cc1,1,21.25
CC(CC(=O)c1ccccc1)Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1,1,30.81
COc1ccc2c(c1)CCC1=C2C2CN(C)CC23B1N(C)c1cc(-c2nnc(C(F)(F)F)o2)ccc13,1,70.78
CCC(CC)(CC)Nc1ccnc2ccccc12,1,23.92
Cc1nnc(C(c2ccc(C(=O)Nc3ncccc3O)o2)N2CCN(C)CC2)o1,1,50.05
COc1ccc2nc(N3CCC(C(N)=O)C3)c3ccccc3c2c1,1,36.94
Cc1cccc(-c2noc(CC3OCC(NC(=O)CCOCc4ccccc4)C(O)C3O)n2)c1,1,48.14
CCOc1ccccc1C(=O)NCCn1c(=O)sc2ccccc21,1,29.77
C=CC[N+]1(CCOC2=CCC(O)(Cc3ccccc3)C=C2)CCC1,1,42.23
O=C(CN(Cc1nc(=O)c2ccccc2[nH]1)Cc1ccco1)Nc1ccccc1N1CCOCC1,1,40.9
COc1ccc(Nc2nnc3c(ncn3C3CCCCC3)n2)cc1C#N,1,38.93
CCC(O)(CC(=O)OC)c1cncc(OC)c1,1,29.96
CCN(Cc1cccs1)C(=O)c1ccc(OC(F)F)cc1,1,26.3
C=C=C(Sc1nccn2cccc12)[n+]1ccccc1,1,42.44
c1cc2cc(CN3CCCC4(CCCCCO4)C3)ccc2[nH]1,1,32.21
CCCCCCCCN(CCCCCCCC)C(=O)Oc1ccc(C(C)(C)C2(C)C(C)=[N+](CCCCCC(=O)O)c3cc4c(cc32)C(C)(C)c2ccc(N(C)C)cc2-4)cc1,1,60.55
Cn1c(N)c2c(=O)[nH]c(=O)nc-2n(C2OC(CCl)C(O)C2O)c1=O,1,45.79
Cc1noc(CNC2CCOC2)n1,1,22.99
CC=C(SC)C(C)(O)C(=O)NC(C(=O)C(C)C)C(C)C,1,43.09
O=C1CC(C(=O)NCc2ccon2)OC(=O)N1,1,33.33
Cc1cccc(OCC(=O)N2CCN(c3ccc(-n4ccnc4C)nn3)CC2)c1,1,31.7
CN(S(C)(=O)=O)S(=O)(=O)c1cccc(-c2nc(OCc3ccccc3)nn2C)c1F,1,50.12
NC(=O)C1(CCCc2ccccc2)CCCn2cncc21,1,32.88
O=C(COc1cccc2c1C(=O)c1ccccc1C2=O)NCCCCCN1CC1c1nnno1,1,51.61
Nc1ccc(-n2ccnc2)nc1,1,23.32
NC(Cc1ccccc1)C(=O)NCCC(F)(F)F,1,21.17
CCCCOc1ccc(CCC2CCC(c3ccc(C(C)O)cc3F)OC2)cc1F,1,36.73
COc1cc(CCN2CCNCC2CCc2cccnc2)cc(OC)c1OC,1,34.14
O=C(NCc1nc(-c2ccccc2)n[nH]1)c1csc(CCl)n1,1,31.63
COC(=O)C(Cc1nnn(CC2CC2)n1)NC(=O)OC(C)(C)C,1,32.6
Cc1cc(C)cc(CC(NN)c2cc(Cl)ccc2C)c1,1,25.5
Cc1c(O)cccc1CN(C(=O)CN(CCN(CC(=O)O)CC(=O)O)C(=O)C[N+](=O)[O-])C(CO)C[N+](C)(C)C,1,61.06
COc1cc(C)ccc1S(=O)(=O)Nc1cccc(N2C(=O)c3ccccc3C2=O)c1,1,32.97
CCCCCOc1ccc(C2SCC(=O)N2CCCOC)cc1,1,27.37
Cc1cccc(C[S+]([O-])c2nc3ccccc3[nH]2)c1,1,25.22
CCOC(=O)C1OC(OCC(CO)CC(O)CC2CO2)C2C3CC(OC)CC(C3)C12,1,59.78
CC(Sc1nnc(CS(=O)(=O)c2ccccc2)n1C)C(=O)NC1CCS(=O)(=O)C1,1,31.88
CCCC(NC(=O)N(CC(C)C)CC(Cc1ccccc1)NC(=O)OC(C)(C)C)C1OC2CCOC2O1,1,54.71
Cc1c(N)c2c(c(C)c1Br)CCCC2,1,26.23
CCNc1nc(O)c(C(C)=O)c(=O)n1-c1nc2c(C)cccc2[nH]1,1,46.17
Cc1nnc(C2Cc3ccc(Oc4ccc(Cl)nc4)cc3C3(C)CCC(=O)N23)o1,1,51.77
CC(=Nc1ccccc1C#N)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,1,32.53
O=C(NN=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccncc1,1,24.61
O=C(O)C1CN(Cc2noc(C3CCCO3)n2)CCO1,1,30.78
CCCCCCNC(=O)c1nc(-c2ccc3ccccn3c2=O)no1,1,36.82
Cc1cccc(C2CN(C(=O)OCc3ccccc3)C2)c1,1,26.33
COc1ccc(Cl)c(C2C3=C(CCCC3)Nc3[nH][nH]c(=O)c32)c1,1,31.45
c1cc2nc(C3CC3)cc(NCC3CCCO3)n2n1,1,26.54
CC1(C)CC(NCC(O)COC(=O)C2CCCNC2)CC(c2ccc(Cl)c(Cl)c2)O1,1,50.33
CCC(CC)(CC(=O)OC)NCc1cccc(Br)c1,1,28.06
CC1CC(C)CN(C(=O)N2CC(O)CC2C(=O)O)C(C)C1,1,32.63
CC1(O)C(c2ccccc2)C(=O)C23OC1C1(CC=C(CO)C(=O)C1(C)C)C2(C)CCCC3(C)C,1,71.52
COc1ccc(OC2CN(C3CCC(NC(C)c4cc(F)c5cc[nH]c5c4)CC3)C2)c(C)c1,1,51.55
CCC(CC)C(=O)Nc1ccc(CC(=O)c2ccc(Br)cc2)cc1,1,31.27
Cc1ccc(Nc2ccc(C(=O)N3CCSC(C)C3)nn2)c(C)c1,1,32.37
C=C(C=CC=CC(C#N)=CC)CCC1CC2CC(OC(=O)CC)CCC2(C)C2CCC3(C)C(C(C)CCCC(C)C)CCC3C12,1,61.78
CCCc1cc(NCC2(N(C)C)CCCCC2)ncn1,1,24.99
COc1ccc(CC(=O)c2ccc(Oc3ccc(Cl)cc3C)nc2)cc1Cc1nc(=O)n(C)c(=O)n1C,1,55.87
Cc1nn(Cc2ccccn2)c(NCc2ccccc2)c1C,1,28.82
CCC1(CC)C(=O)N(C)c2sc(C)cc21,1,29.89
O=C(O)C1=C([N+](=O)[O-])CC(C2=CCN=C2)OO1,1,43.69
C=CN(C)[N+]1(c2ccc3c(c2)C(C)(C)C=C3)Cn2c(c(-c3ccc(-c4ccc5sc6ccccc6c5c4)cc3)c3ccccc32)C1(C)C,1,77.98
CNC(CC1CCS(=O)(=O)C1)c1ccc(C)cc1Br,1,28.91
CC(C)NC(=O)C(C)N(Cc1ccc(Cl)cc1Cl)C(=O)CCCN(c1ccc2c(c1)OCCO2)S(C)(=O)=O,1,31.76
COC(=O)c1ccc(Cl)nc1N1CCC(N2CCCC2=O)CC1,1,33.11
CN(C)CCOc1cc(F)cc(-c2cc(N)c3nc(-c4[nH]nc5cnc(C6=CCNCC6)cc45)[nH]c3c2)c1,1,41.32
CC(C)(C)OC(=O)N1CC2OCCC2(CO)C1,1,25.21
Cc1cc(Nc2ccccc2OC(C)C)nc(NC2CCCC2)n1,1,25.03
CC1CN(C(=O)c2ccc(C(C)(O)C(F)(F)F)cc2)C(C)CN1Cc1ccccc1,1,36.74
CCOC(=O)C(C)CC1OC23CCC4(NCC(C)C)c5cnc(-c6ccc(OC)cc6)nc5Oc5c(Br)cccc5C24C(C3)C1O,1,95.03
COCC(=O)c1cc(C(C)(C)C)nn1C1CCCC1,1,31.34
CC(=N)c1cccc(C=N)c1,1,25.07
CCN(CC)C(=O)C1COc2ccc(S(=O)(=O)NCCCSC)cc2O1,1,38.91
COC1CC2c3cccc(O)c3C=C(C)C2C(OC2CC(OC3OC(OC)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C(O)C3C(C)C=CCC23C)C1OC,1,83.59
N#Cc1ccc2nc(Cl)n(Cc3cccs3)c2c1,1,29.23
FC1(F)CCC(c2ccc(C3CC(Cl)(Cl)CO3)cc2)C1,1,44.95
CCCC(NC(CC1CC1)(NC(=O)CC(C)C(C)CCC)C1CC1)C(=O)N1CCC2(CC1)CC21C(=O)Nc2ncc(Cl)cc21,1,90.4
COC(=O)C1C2CCC(C2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1,31.08
CC1(O)CCN(CCOc2ccccc2)C1=O,1,26.17
CCn1nc(C)cc1C(=O)NC1CC(=O)N(c2ccccc2C(=O)OC)C1,1,35.1
CN(C)C(=O)C(N)Cc1cccc2cccc(OCc3ccccc3)c12,1,32.56
CC(C)C(=O)OCCNC(=O)C(CC1CCCCC1)NC(=O)Oc1ccc(S(N)(=O)=O)cc1,1,45.31
Cc1cc(O)ccc1N1CC(CN)CC1=O,1,26.52
Nc1ccncc1C(=O)N1CCCC(CBr)C1,1,28.79
CC(C)(C)C(C)(C)CNc1nc2cc(S(C)(=O)=O)ccc2o1,1,33.48
Nc1ccc2c(c1)CCC2N(Cc1ccccc1)c1ccccc1,1,27.2
Cn1c(=O)c2c(nc(-c3nc4ccc(Cl)cc4[nH]3)n2Cc2ccncc2)n(C)c1=O,1,38.95
O=C1N2C(c3nn[nH]n3)C(CN3CCCCC32)C1(C=Cc1c(F)ccc(Cl)c1F)NOC(F)(F)F,1,76.39
CCCCCCCCCCCCCCCCCCCCC=NCCCCCCCCCCCCCCCCN=C[N+]=[N-],1,39.13
COC(=O)c1ccccc1NC(=O)C=Cc1c[nH]c2c(OC)cccc12,1,34.15
Cc1ccc(-c2cc(-c3ccccc3)cc3ccc(-c4ccccc4)cc23)cc1C,1,33.85
CC1CN(S(=O)(=O)CCCNC(=O)C(C)C)CCO1,1,30.49
CCOC(=O)C(C)(CN)N1CC(C)CC(C)C1C,1,29.56
CCCC(CC)C(NC(=O)C1CCCCN1)C(N)=O,1,34.43
CS(=O)(=O)N1CC(NC(=O)NCc2ccc(C(=O)NCC3CCCO3)cc2)C(C(=O)O)C1,1,42.87
Cc1oc(=O)ccc1-c1noc(-c2ccc(OC(C)C)c(Cl)c2)n1,1,35.24
COc1cccc(CN2C(Cc3ccc(C)cc3)Cc3ccccc3S2(=O)=O)c1,1,38.89
COc1ccccc1-c1cc(C(=O)NCC(NC(=O)c2ccc(OCCOc3ccccc3)cc2)c2ccccc2)ncn1,1,44.01
FC(F)Oc1ccccc1NC1CCN(c2ncccc2C(F)(F)F)CC1,1,30.71
CCCC(C)(N)C(=O)Nc1ccc(C(=O)NC)c2ccccc12,1,32.2
CCC(C)OCc1ccc(OC2CCCCO2)c(Br)c1,1,30.56
CCCCCC(O)C(O)CN1CCCCC1,1,26.53
FC(F)(F)c1ccc2c(c1)NC(C1=CCC=C1)CC2C(F)(F)F,1,38.31
C=CC1OC(COC(=O)C(C)(C)COC)C(OC(=O)c2c(C)cc(O)cc2C)C(O)C1O,1,54.59
Cc1ccc(OC(C)C)c(Sc2nnccc2Cl)n1,1,33.41
Cc1csc(NC(=O)c2ccnc(NC(=O)C(CC3CC(=O)NC3=O)c3cncn3C3(CF)CC3)c2Cl)n1,1,68.45
COCC(=O)NCC(=O)NC1CCC(C(=O)N2C(c3ccc(-c4cc(F)cc(F)c4)cc3)=CC3CC32)CC1,1,58.57
CCC1CC(=O)C2C(C)NNC2C1,1,26.74
O=C(CCC1(Cc2ccc(Cl)cc2)CCC(=O)N1)NCC1CCCO1,1,30.74
Cc1ncccc1-c1cccc(C(=O)N2CCC(n3cc(-c4cccnc4)nn3)C2)c1,1,41.73
COc1cccc(C(=O)NCCC(=O)NCCOCc2ccccc2)c1,1,29.0
CCCN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)OCCO2,1,27.22
COCCN1C(=S)N(Cc2cc3ccc(OC)cc3o2)C(=N)C1c1ccc(F)cc1F,1,55.42
C=CC(N)=NCC1CCCN1C,1,27.84
Cc1cc(C2CC3(C)CC(=O)C4=CC(=O)CCC4(I)C2CC3(C)N)n2nnnc2c1,1,72.09
CCOC(=O)C(C(C)C)n1ncn2c3c(cc2c1=O)C1CCCN1CC3,1,44.45
CCC(C)c1cc(N)nc(Br)c1CNC(=O)CBr,1,44.46
Cc1ccc(S(=O)(=O)c2cnn(C)c2)cc1F,1,27.91
CCCC(O)(C(F)(F)F)C(F)(F)C(=O)OCC,1,28.25
O=C(Cc1ccc2c(c1)CCCC2)NCCNS(=O)(=O)c1ccccc1,1,28.79
CCC1CNCCCN1Cc1cnc(C)c(C)n1,1,30.62
CCC=CC(C)c1ccccc1N,1,28.59
COC(=O)CN1C(=O)C(Cc2ccc(F)cc2)SC1=S,1,27.86
CN(C)C(=O)NC(CSc1ccc(Cl)cc1)C(=O)O,1,26.77
COc1ccc(CC(=O)Cc2cccs2)cc1OC,1,25.42
NNc1cccc2c1C(=O)CC2,1,25.81
COc1cc(-c2nc(C3(c4ccccn4)CC3C)no2)ccc1C#N,1,41.11
CCn1c(=O)cc(NC(=O)c2ccc(COc3ccc(Cl)cc3Cl)o2)c2cnn(C(C)C)c21,1,42.35
NC1CCC2(CC1)C(=O)Nc1cc(C(=O)Nc3cccc(F)c3)cc(Cl)c12,1,45.13
CNC(=O)NC(=O)COC(=O)c1c(OC)c(C2CC2)nn1C,1,35.4
CCN(CC1(O)CCC2C3Cc4ccc(O)cc4CC3=CC(c3cccnc3)C2C1)C(F)(F)C(=O)NCC(O)c1ccccc1,1,71.49
CC1CCCCC1NC(=O)C1CCN(Cc2ccc(N3CCOCC3)nc2)CC1,1,32.05
CS(=O)(=O)NC1CC(=O)N(CC(=O)N2CC(C(N)=O)Oc3ccccc32)C1,1,37.01
c1ccc(-c2nc(-c3ccc4ccccc4c3)nc(-c3ccc4oc5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc5c4c3)n2)cc1,1,32.48
Cc1cc(C)c2oc(NC(=O)C3(N)CCCC3)nc2n1,1,34.82
CNC(C)Cc1noc(CCC2CC2)n1,1,27.08
CCn1c(SCC(=O)N(C)Cc2cc(OC)c3c(c2)OCO3)nnc1-c1ccncc1,1,36.82
CC(C)c1nc(CN2CCC3(O)C(F)C(C)c4cc(F)c(O)cc4C3(C)C2)cs1,1,61.49
O=C(NCc1ccc([N+](=O)[O-])cc1)c1cccc2c1OCCO2,1,25.61
CSCC(C(=O)F)=C1CC(c2ccccc2C)CC(CCc2cccc(C(F)(F)F)c2F)=N1,1,66.23
CC(NC(=O)N(C)CCO)c1nc2ccccc2s1,1,26.84
CC1=CCCC(C)C1C(=O)C(C)CCCC(O)C(C)O,1,44.15
CC1OC(OC2C(CN=[N+]=[N-])OC(N3C(=O)CCC3=O)C(N)C2O)C(O)C(N(C)C)C1O,1,52.14
O=C(CNNCCOC(=O)c1ccc(Br)cc1)Nc1ccc([N+](=O)[O-])cc1,1,41.01
COCCN(C)C(=O)C1CNc2ccccc2CO1,1,29.85
COc1ccc(NC(=O)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)c(OC)c1,1,27.85
C=C=C(F)Cl,1,22.05
CCOc1ccc(NC(=O)C2COc3ccccc3O2)cc1CC,1,30.52
Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1OCc1noc(-c2ccncc2)n1,1,34.04
CCCn1ccnc1NCCN(CC)CC,1,23.73
C=CCc1cc(NC(=O)COC)cn1C,1,31.48
NC(=O)Cn1cc(CCNC(=O)C2Cc3ccccc3O2)c2ccccc21,1,35.9
Cc1ccc2c(C)c(C(=O)NCC3CCNC3)oc2c1C,1,32.89
COc1ccc(CN(C)S(=O)(=O)c2ccc(N)c(C)c2)cc1,1,28.12
COc1ccccc1C(=O)NN=C1CCCc2ccc(OC)c(O)c21,1,30.83
CCOC(=O)c1ccccc1NC(c1ccccc1)c1cc(C)ccc1C,1,33.21
CCOC(=O)C=CC(C)N(C(C)=O)C(C)CC(C)C,1,35.76
CC(C(=O)O)n1cc(NC(=O)CCC2CCCCC2)cn1,1,26.76
O=C(OCc1ccccc1)N1CC2CC(C1)C1CN(Cc3ccccc3)CC21,1,33.27
CCOC(=O)C1CCCN(c2nnc(Cc3ccccc3Cl)o2)C1,1,30.36
C=CCn1ccnc1C(C)NC(=O)NCc1ccnc(Oc2ccccc2C)c1,1,38.09
Cc1ccoc1C(=O)Cc1cc(Cl)ccc1Cl,1,25.72
Cc1ccnc(Sc2ccc(C(=O)N(C)C)nn2)n1,1,31.78
CC(Cl)C(=O)c1ccc(Br)o1,1,22.98
COC(=O)CCOC1C(N=[N+]=[N-])C(=O)OC(CO)C1(O)C(O)CO,1,51.25
CCCCCCCCOc1ccc(C(C)(C)c2cc(OC3CCCCC3C)ccc2OC(=O)c2ccc(OC)cc2)cc1C,1,54.75
